year,types_of_waste,etroi_establishments_number,generated_waste_quantity
2010, Asbestos containing waste a. Manufacturing. v. asbestos,2305.0,23.8
2010, Wastes from Manufacturing v. asbestos(oh.101309),2305.0,23.8
2010, Cases made of composite materials (such as 101309 101310),33.0,44.0
2010, Cement et al.: Wastes from exhaust gas treatment,2305.0,23.8
2010, Fest Falls from the Gas Treatment (oh. 101312),4.0,13.8
2010, concrete falls and concrete slush,111.0,215.6
2010, Cement gypsum quicklime: waste nec,8.0,1.6
2010, Crematorium: mercury h. Waste gas cleaning,7.0,0.0
2010,Fall from the chemical surface treatment,2305.0,23.8
2010, Surface treatment: Acid pickling solutions,630.0,165.0
2010, Surface treatment: Acid angle,203.0,11.4
2010, Surface treatment: Alkaline pickling solutions,608.0,40.1
2010, Surface treatment: phosphating sludge,210.0,7.9
2010,Surface treatment: sludges filter cakes w.f.st.,677.0,53.4
2010, Slurries and filter cakes (oh 110109),73.0,39.6
2010, Surface treatment: Aqueous flushing liquid. m.f.st.,656.0,30.2
2010, Water-repellent detergents (without 110111),54.0,2.9
2010, Surface treatment: Waste from degreasing m.st.,103.0,5.2
2010, Waste from degreasing (oh 110113),14.0,0.2
2010, Surface treatment: eluate sludge a. Membrane system,5.0,0.3
2010, Surface treatment: ion exchange resins,22.0,0.1
2010, Surface edit: Other falls with danger. St.,187.0,7.5
2010, Surface treatment:,10.0,14.4
2010, Zinc hydrometallurgy sludges,7.0,175.1
2010, Wastes from the manufacture of anodes,2305.0,23.8
2010, Drops from processes of copper hydrometallurgy,3.0,0.2
2010, Failures from Prose. d.Copper Hydromet.(oh.110205),3.0,0.1
2010,Non-ferrous hydrometallurgy: Other Abf. m.dangerous.St.,2305.0,23.8
2010, Non-ferrous hydrometallurgy: wastes not otherwise specified,4.0,16.7
2010, Sludges solids from hardening processes: cyanidh. waste,41.0,0.3
2010, Sludges solids and hard processes: Other cases,73.0,0.9
2010, Galvanizing: hard zinc,20.0,5.1
2010, Galvanizing: zinc ash,22.0,2.8
2010, Galvanizing: Festivals related to exhaust gas treatment,5.0,0.1
2010, Galvanizing: Used flux materials,3.0,0.2
2010, Galvanizing: waste nec,2305.0,23.8
2010,Drops from mechanical forming processes,2305.0,23.8
2010, Iron and turning turnings,2583.0,1462.6
2010, Iron dust and particles,2313.0,2477.0
2010, Non-ferrous metal filings and turnings,1785.0,293.7
2010, Non-ferrous metal dust and particles,1221.0,262.2
2010, Plastic splines and turning chips,588.0,63.5
2010, Halogen-containing treatment oil on mineral oil basis,33.0,0.3
2010,Halogen-free treatment oil based on mineral oil,151.0,23.5
2010, Halogen-containing treatment emulsions and solutions,51.0,1.8
2010, Halogen-free treatment emulsions and solutions,4811.0,739.1
2010, synthetic overburdening sols,55.0,1.8
2010, Used waxes and fat,650.0,8.7
2010, sweat if,88.0,23.4
2010, Treatment plasters with dangerous substances,360.0,14.0
2010, Beardmores mud (without 120114),128.0,16.1
2010, Abrasive waste (with dangerous substances),153.0,10.2
2010, Abrasive waste (excluding 120116),722.0,55.1
2010, Oil-containing metal sludge (grinding sludge etc.),655.0,53.7
2010, biologically easy to digest,4.0,0.0
2010, Used hone-u.sleifmittel with dangerous.Stoffen,91.0,6.1
2010, Used honing and grinding materials (without 120120),492.0,13.2
2010, To install Surface Edit. Metals plastics: waste nec,208.0,106.1
2010,wet wash liquids,416.0,19.8
2010, Fall from the steam fattening,19.0,2.0
2010,Lakes and ravines from liquid fuels,2305.0,23.8
2010, Hydraulics that contain PCBs,12.0,0.0
2010, Hydraulics: Chlorinated Emulsions,4.0,0.3
2010, Hydraulics: Non-chlorinated emulsions,174.0,57.7
2010, Chlorinated hydraulics on mineral oil basis,4.0,0.0
2010, Non-chlorinated hydraulic oils on mineral oil basis,322.0,3.2
2010, Synthetic hydraulic oil,28.0,0.6
2010, Biologically easily digestible hydraulic oils,15.0,0.1
2010, Other Hydraulics,58.0,0.6
2010, Chlorinated machine gear and lubricating oils,150.0,0.9
2010, Non-chlorinated machine gear and lubricating oils,6294.0,96.0
2010, Synthetic machines transmissions and lubricants,103.0,0.4
2010, Easily biodegraded. Machine and gear oils,13.0,0.0
2010, Other machines gears and lubricants,609.0,6.5
2010,Isolation and heat-transmission sole with PCB,56.0,0.7
2010, Chlorine. Isolation and Heat transfer oil(oh.130301),2305.0,23.8
2010, Non-chlorinated insulation and heat transfer tubes,190.0,6.0
2010, Synthetic insulation and thermal insulation,29.0,0.8
2010, Biology. To install easily dismantled. Isolation and warm-up oils,2305.0,23.8
2010, Other insulating and heat transfer elements,38.0,0.2
2010, Bilge oils from the inner ship journey,2305.0,23.8
2010, bilgenoil from molena blood channels,2305.0,23.8
2010, Bilge oils from the other side of the ship,23.0,5.4
2010, Solid waste from sand traps and oil/water separation.,311.0,14.5
2010, Sludge from oil/water absorbers,1982.0,56.3
2010, Slams from drain shafts,555.0,21.9
2010, Oil from oil/water separators,67.0,1.9
2010, Oliges water from oil/water separators,374.0,16.4
2010,Waste mixtures from sand traps oil/water separators.,935.0,23.2
2010, Heating oil and diesel,136.0,1.0
2010, gasoline,65.0,0.9
2010, Other fuels (including blends),218.0,7.1
2010, Ointment cases: Sludge or Emulsions from Desalters,2305.0,23.8
2010, Ointments: Other Emulsions,441.0,14.0
2010, Drop Falls: Drop Falls,386.0,14.6
2010,Waste from organic solvents refrigerants,2305.0,23.8
2010, Hydrochlorofluorocarbons HCFC HFC,81.0,0.1
2010, Other halogenated solvents and To install Solvent acc.,469.0,3.8
2010, Other solvents and chemical solvents,3358.0,45.9
2010, slush solid deposits (halogenated solvents),30.0,0.6
2010, Sludges solid waste (other solvents),88.0,2.1
2010,Packaging all absorbent masses wipes,2305.0,23.8
2010, Paper and cardboard packaging,12275.0,1656.2
2010, Plastic packaging,8911.0,424.4
2010, Packaging made of wood,6122.0,348.3
2010, Packaging made of metal,1035.0,48.4
2010, composite packs,417.0,68.7
2010, Mixed packaging not distinguishable,6159.0,610.6
2010, Light packaging (LVP),1535.0,34.9
2010, Mixed recyclables together with light packaging,2305.0,23.8
2010, Glass packaging,947.0,118.4
2010, Packaging from textiles,30.0,0.9
2010, Packaging with residues of hazardous substances,3919.0,36.1
2010, Packaging made of metal,122.0,0.3
2010, Suction and filter materials wipes,8287.0,118.6
2010, Suction and filter materials (without 150202),545.0,25.0
2010,Cases not otherwise listed in the directory,2305.0,23.8
2010, old tires,685.0,60.9
2010, old vehicles,26.0,12.8
2010, Old vehicles without hazardous components,16.0,0.7
2010, Old vehicles: Oil filters,434.0,1.4
2010, End of Life Vehicles: Quicksilver-containing body parts,5.0,0.0
2010, Old vehicles: Parts that contain PCBs,6.0,0.1
2010, End-of-life vehicles: Explosive vehicles (e.g. from airbags),38.0,0.4
2010, Late vehicles: Asbestos-containing brakes,3.0,0.0
2010, Brake pads (one 160111),30.0,2.7
2010, Old vehicles: Bremsfelden,173.0,0.7
2010, End-of-life vehicles: antifreeze m.dangerous. fabrics,488.0,3.6
2010, Frostproof material (without 160114),24.0,0.1
2010, End-of-life vehicles: liquid gas containers,2305.0,23.8
2010, End-of-life vehicles: ferrous metals,294.0,217.0
2010, End-of-life vehicles: non-ferrous metals,137.0,17.6
2010, End-of-life vehicles: Plastic,182.0,9.5
2010, Old vehicles: glass,122.0,7.9
2010, To install Danger Parts(oh.160107-160111160113-160114),25.0,1.1
2010, To install Danger. metal.components(oh.160107-11160113-14),7.0,0.6
2010, To install Danger. n.metal.components(oh.160107-11160113-14),2305.0,23.8
2010, Batteries not differentiable,16.0,3.2
2010,metallic parts,32.0,0.7
2010, Non-metallic bottles,6.0,0.1
2010, End-of-life vehicles: waste angle,31.0,2.4
2010, Transformers and Capacitors the PCB contains.,277.0,0.5
2010, Used devices that contain PCB (oh.160209),37.0,0.1
2010, used equipment,725.0,1.1
2010, Used appliances that contain free asbestos,50.0,0.3
2010, Gebr. Devices with danger. Parts (oh.160209-12),2305.0,23.8
2010, Used equipment (ones 160209 to 160213),1663.0,21.3
2010, Removes dangerous items from used equipment.,55.0,0.3
2010, Quicksilver-containing falls,10.0,0.0
2010, board plates,57.0,0.4
2010, toner cartridges,251.0,0.3
2010, Plastics with brominated flame retardants,2305.0,23.8
2010, Asbestos containing bottles,4.0,0.1
2010, cathode ray tubes,6.0,0.0
2010, gas injection lamps,14.0,0.0
2010, flowing crystal display,2305.0,23.8
2010,External electrical lines,43.0,0.2
2010, Parts that contain fireproof ceramic fibers,2305.0,23.8
2010, Electrolytes - Capacitors,3.0,0.0
2010, Cadmium- or selenium-containing photoconductor drums,2305.0,23.8
2010, Out of used devices removed. Parts (oh.160215),283.0,6.2
2010, External electrical cables (including cables),181.0,0.7
2010, Bad batches: inorganic waste with hazardous substances,44.0,1.3
2010, Inorganic Falls (without 160303),86.0,5.4
2010, Faulty charging: Organic disorders m.dangerous. substances,94.0,3.1
2010, Organic Falls (without 160305),116.0,14.5
2010, ammunition file,2305.0,23.8
2010, firework bodies collapse,4.0,0.1
2010, Other explosive cases,14.0,0.2
2010, Gases in pressure vessels containing hazardous substances.,1013.0,2.0
2010, Gas in Pressure Container (without 160504),46.0,0.0
2010, Laboratory chemicals from dangerous substances,898.0,2.9
2010, Used inorganic chemicals,1361.0,3.8
2010, Used organic chemicals,1262.0,4.7
2010, Used chemicals (one 160506-160508),116.0,0.6
2010, leadbatteries,1912.0,31.1
2010, Ni-Cd batteries,240.0,0.2
2010, Batteries containing quicksilver,14.0,0.1
2010, Alkaline batteries (other 160603),491.0,0.3
2010, Other Batteries and Accumulators,176.0,0.4
2010, Separately collected electrolyte a. Batteries accu.,26.0,1.4
2010, Tanks Falls: Oil-containing Falls,877.0,54.9
2010, Tanks Falls: Falls with other hazards. St.,113.0,10.1
2010, tanks,13.0,2.2
2010, Used Catalysts (without 160807),27.0,1.3
2010, Used catalysts. with.hazardous.transition.metals,72.0,9.4
2010, Used catalysts with transition metals,19.0,1.1
2010, Used Catalysts v. crack proc.(without 160807),10.0,3.8
2010, Used catalysts with phosphoric acid,4.0,0.2
2010,Used liquids (catalysts),7.0,0.8
2010, Catalysts used with dangerous substances,64.0,5.3
2010, Permanganates e.g. potassium permanganates,2305.0,23.8
2010, Chromates (potassium chromate potassium or sodium dichromates),3.0,0.0
2010, Peroxides,11.0,0.0
2010, oxidizing substances,2305.0,23.8
2010, Liquid wastes with hazardous substances,108.0,10.1
2010, Watery liquid waterfalls (without 161001),144.0,35.0
2010, Water concentrate with dangerous substances,76.0,7.0
2010, Water Concentrate (without 161003),13.0,13.4
2010, Fire-fighting materials made from metallurgy. processes,17.0,4.8
2010, Fireproof Mat. made of metallurgical. Proc. (oh.161101),35.0,5.4
2010, Other clothing and fireproof materials,40.0,9.9
2010, Fireproof Mat. made of metallurgical. percent (oh.161103),230.0,288.1
2010, Fire-fighting materials made from non-metallurgy. Proc.,55.0,13.3
2010,Refractory mat. a. non-metallurgical process (oh.161105),121.0,27.8
2010,construction and demolition waste,2305.0,23.8
2010, concrete,884.0,909.7
2010, brick,350.0,47.5
2010, Tiles and Ceramics,270.0,17.6
2010, Mixtures from o. separate fractions v. concrete etc,299.0,125.1
2010, Mixes of concrete brick etc. (oh.170106),2269.0,819.7
2010, wooden,3471.0,192.2
2010, glasses,549.0,20.2
2010, plastic,669.0,21.6
2010, Glass plastic and wood with dangerous substances,877.0,160.4
2010, coal-based bituminous,230.0,100.7
2010, Bitumen mixtures (without 170301),376.0,161.9
2010, Kohltan oil and oil containing products,220.0,9.4
2010, Copper bronze brass,774.0,19.6
2010, aluminum,1329.0,56.0
2010, white,66.0,0.2
2010, Zinc,57.0,8.2
2010, Iron and Steel,2991.0,1268.1
2010, tin,40.0,0.4
2010, mixed metals,1558.0,347.4
2010,metallabs containing hazardous substances,96.0,17.1
2010, Cables that contain oil coal tar etc. substances incl.,125.0,2.0
2010, Cable (OH 170410),1396.0,186.7
2010, Soil and rocks that contain hazardous substances,335.0,535.8
2010, Soil and Stones (OH 170503),688.0,2376.5
2010, Dredged material which contains dangerous substances,8.0,0.7
2010, Dredged material (without 170505),29.0,403.6
2010, Track Ballast the dangerous stuff contained,21.0,416.2
2010, Track ballast (OH 170507),45.0,2147.9
2010, Damp material that contains asbestos,47.0,0.5
2010, Different insulation material,1162.0,17.9
2010, Insulation material (oh 170601 and 170603),486.0,20.1
2010, asbestos containing materials,717.0,17.8
2010, De-cleaned building materials on a plaster basis,5.0,0.1
2010, Gypsum-based building materials (oh 170801),449.0,55.6
2010, Build-and-Breakdown Falls which contain quicksilver,9.0,0.4
2010,Construction and demolition waste that contain PCBs,29.0,0.6
2010, Other construction and demolition cases,94.0,10.2
2010, Mixed construction and demolition waste (oh.170901-170903),2971.0,166.2
2010,Fall from the medical care,2305.0,23.8
2010, Sharp or sharp objects (outside 180103),92.0,1.2
2010, Body parts organs blood preservation (other 180103),518.0,2.9
2010, Waste (esp. requirement from infection prevention sight),724.0,11.5
2010, Wraps plaster wraps wash one-way clothing diapers,613.0,222.1
2010, Chemicals which consist of dangerous substances,52.0,0.3
2010, Chemicals (without 180106),22.0,0.7
2010, Cytotox. and cytostatic drugs for humans,493.0,2.7
2010, Medicines (without 180108),152.0,7.0
2010, Amalgam cases from dentistry,12.0,0.0
2010, Point or sharp objects (one 180202),6.0,0.0
2010, Waste (esp. requirement from infection prevention sight),43.0,0.5
2010, Waste (without special requirements for an infection-prevention view),44.0,1.9
2010, Chemicals which consist of dangerous substances,5.0,0.0
2010, Chemicals (without 180205),5.0,0.0
2010, Cytotoxic and cytostatic drugs for animals,3.0,0.0
2010, Medicines (OH 180207),7.0,0.0
2010,Waste from waste treatment facilities etc,2305.0,23.8
2010, Combustion pyrolysis: iron parts a.rust and boiler ash,4.0,1.9
2010, Combustion.Pyrolysis: Filter cake from gas treated.,8.0,11.9
2010, Combustion pyrolysis: Aqueous liquid waste from exhaust gas tank,8.0,15.2
2010, Incineration pyrolysis: Solid waste a. To install exhaust gas treatment.,17.0,26.0
2010, Combustion pyrolysis: Gebr. Activated charcoal a. To install exhaust gas treatment,5.0,0.0
2010, Combustion pyrolysis: bottom ash boiler ash slag,22.0,56.9
2010, Roast and boiler ash as well as slag (oh.190111),48.0,363.7
2010, Combustion. Pyrolysis: Filter dust with danger. St.,18.0,29.8
2010, Filter dust (without 190113),5.0,26.2
2010,Combustion pyrolysis: Boiler dust with hazardous fabrics,3.0,1.5
2010, Boiler Dust (OH 190115),2305.0,23.8
2010, Pyrolysis cases that contain hazardous substances,4.0,0.2
2010, Pyrolysis seeds (without 190117),3.0,0.1
2010, Combustion.Pyrolysis:Sands from fluidized bed combustion,2305.0,23.8
2010, Burning Pyrolysis of Fallen: Attack Fallen,2305.0,23.8
2010, The previously mixed falls are not dangerous. Falling,4.0,0.2
2010, Premixed waste with at least one in danger,7.0,0.0
2010, Sludge from the physical-chemical treatment,243.0,32.4
2010, mud a. physical-chemical treatment (oh.190205),32.0,1.4
2010, Oil and Concentrate from Extraction Processes,42.0,8.5
2010, Floating incident falls with danger. substances,2305.0,23.8
2010, Festivities with dangerous substances,2305.0,23.8
2010, Combustible waste (oh 190208 and 190209),3.0,0.1
2010,Other items that contain hazardous substances,22.0,0.3
2010, Physics-Chem. Treatment of waste: waste,2305.0,23.8
2010, Products resulting from waste treatment,2305.0,23.8
2010, As dangerous. inserted parts. stabilized dep.,2305.0,23.8
2010, Stabilized Cases (oh 190304),4.0,1.9
2010, Solidified ones classified as fermenting,2305.0,23.8
2010, Solidified waste (oh 190306),2305.0,23.8
2010, Glazed Affall,2305.0,23.8
2010, Filter dust and waste from the exhaust gas treatment,2305.0,23.8
2010, Non-vitrified solid phase,2305.0,23.8
2010, Wet liquid waste from the temper,2305.0,23.8
2010, Non-composted fractions from municipal waste,3.0,0.0
2010, Non-composted fraction v. tier.u.plantzl.Abf.,2305.0,23.8
2010, Out of specification compost,2305.0,23.8
2010, Absences and nothing differentiable,2305.0,23.8
2010, Compost (specified),8.0,1.0
2010, Fluids from the treatment of collapsed lungs,2305.0,23.8
2010, Digestate/sludge from tank v.municipal waste,2305.0,23.8
2010, Liquids from well. v. animal and plant fall,2305.0,23.8
2010, Fermentation residue/sludge a. Container for animal and plant waste,2305.0,23.8
2010, Anaerobic Treatment of Fall: Fall and,2305.0,23.8
2010, Landfill leachate the danger. Contents,2305.0,23.8
2010, Landfill leachate (OH 190702),4.0,174.3
2010, Sieve and rake residues,129.0,15.9
2010, Sand trap residues,134.0,19.5
2010, Sludge from the treatment v. municipal waste water,41.0,302.4
2010, Ion exchange resins added or used,56.0,0.2
2010, Solutions and sludges from regeneration v. ion exchange,6.0,11.5
2010, Heavy metal effluents from membrane systems,2305.0,23.8
2010, Fat and oil mixtures from oil separators (edible oils),207.0,15.1
2010,Grease and oil mixtures from oil separators (oh.190809),27.0,0.6
2010, Sludge from biol.Trendment of industr.Awnwater,19.0,310.5
2010, mud a. biol.beh.v.industr.wastewater (oh.190811),70.0,524.0
2010, Shells with danger. Stuff from industrial wastewater,122.0,117.9
2010, Sludge from industrial water purifier (one 190813),312.0,92.2
2010, sewage treatment plants,16.0,12.1
2010, Solid waste from primary filtration and screen residues,33.0,12.3
2010, slime from the water clarification,151.0,165.1
2010, Sludge from the decarbonization,41.0,168.7
2010, Used activated carbon,61.0,1.5
2010, Gelled or used ion exchange resins,114.0,1.8
2010, Solutions and sludges from regeneration v. ion exchange,6.0,11.5
2010, Industrial water: waste nec,7.0,2.0
2010, Iron and steel waste,44.0,7.1
2010, non-ferrous metal waste,15.0,2.5
2010, Shredderlight fractions and dust,2305.0,23.8
2010,Shredderlight fractions and dust (one 191003),3.0,0.1
2010, Other facts the danger. Ingredients,2305.0,23.8
2010, Other Fractions (oh 191005),5.0,4.5
2010, Tool preparation: Used Filtertone,10.0,3.1
2010, Alcohol Preparation: Acidity,2305.0,23.8
2010, Oil Treatment: Wet Liquid Wastes,2305.0,23.8
2010, Waste oil processing: Abf.ad fuel cleaning with bases,2305.0,23.8
2010, Waste oil processing: sludge (in-house waste water treatment),13.0,0.7
2010, sludge from operational Waste water treatment (oh.191105),4.0,0.1
2010, High purity cleaning: Waste from exhaust gas cleaning,2305.0,23.8
2010, fall out,3.0,0.0
2010, Base oil (extract material for lubricant) (SK),6.0,0.0
2010, Lubricant (SS),6.0,0.0
2010, Middle distillate component,2305.0,23.8
2010, Heat oil light (including diesel) (HL),2305.0,23.8
2010, Heavy Oil Component,2305.0,23.8
2010,Heavy oil (HS),2305.0,23.8
2010, Mech. Abscess treatment: Paper Paper not diff.,230.0,62.0
2010, Mech.Avoid treatment: Lower Sort (Group I),66.0,55.8
2010, Mech.Affall treatment: medium varieties (group II),28.0,10.2
2010, Mech.Affect Treatment: Better Varieties (Group III),30.0,7.7
2010, Mech.Accident treatment: Strong varieties (Gr.IV),3.0,0.6
2010, Mech.Avulsion Treatment: Special Sort (Group V),10.0,0.9
2010, Mech.waste treatment:Isonmetal,135.0,40.8
2010, Mech. Fall treatment: Non-iron metals,52.0,5.5
2010, Mech.Absorption treatment: Plastic and Gum,219.0,53.2
2010, Mech. Fall treatment: Glass not differentiable,28.0,7.0
2010, Mechanical case treatment: white glass,37.0,7.6
2010, Mech. Fall Treatment: Brown Glass,16.0,1.9
2010, Mechanical waste handling: green glass,19.0,2.1
2010, Mech. Fall Treatment: Broken Glass,11.0,1.1
2010,Mech.Fall treatment: Mixed glass,29.0,3.1
2010, Mech.falltreatment: Wood with dangerous. fabrics,10.0,1.9
2010, wood (without 191206),70.0,7.2
2010, Mech.Fall treatment:Textile,8.0,2.8
2010, Mech.Downfall treatment: Mineral (Sand Stone),41.0,35.1
2010, Devices for use in the streets. Road construction,2305.0,23.8
2010, Products for use in other earthworks,2305.0,23.8
2010, Products for use in concrete mixing plants,2305.0,23.8
2010, Products for use in asphalt mixing plants,2305.0,23.8
2010, products for other uses,2305.0,23.8
2010, Hot mix for road and sidewalk construction,2305.0,23.8
2010, Burnable debris,25.0,8.0
2010, Other waste (including material mixtures),19.0,2.5
2010, Other waste (oh 191211),93.0,79.6
2010, Feast wastes from soil remediation,4.0,0.0
2010, Celebrations from soil remediation (oh.191301),2305.0,23.8
2010, Sludge from the remediation of soil,3.0,0.3
2010, Sludge from the cleaning of soil (oh.191303),2305.0,23.8
2010, Sludge from the remediation of groundwater,6.0,0.1
2010, Sludge from groundwater remediation (oh.191305),7.0,0.3
2010, Aqueous waste and concentrates from groundwater remediation.,2305.0,23.8
2010, Aqueous waste and conc. a.Ground water san. (oh.191307),2305.0,23.8
2010,Municipal waste (household waste and similar waste),2305.0,23.8
2010, paper and paper,8762.0,1363.7
2010, glasses,1368.0,101.4
2010, Biologically Aerated Kitchens and Canteens,3008.0,156.4
2010, clothing,2305.0,23.8
2010, textiles,95.0,1.9
2010, Solvent,313.0,1.6
2010, acid,233.0,0.9
2010, Lye,193.0,0.4
2010, photochemicals,100.0,0.1
2010, pesticides,2305.0,23.8
2010, Fluorescent tubes and quicksilver-containing droplets,5252.0,8.1
2010,Used equipment with fluorochloric water materials,665.0,1.0
2010, edible oils and fats,539.0,38.8
2010, Oil and fats (without 200125),162.0,4.2
2010, Colour print adhesives and fine-grained,416.0,1.1
2010, Colors printing inks adhesives synthetic resins (oh.200127),122.0,0.3
2010, Cleaning agents that contain hazardous substances,79.0,0.1
2010, Detergents (without 200129),48.0,0.1
2010, Cytotoxic and cytostatic drugs,6.0,0.1
2010, Medicines (OH 200131),103.0,4.1
2010, Batteries and Accumulators (160601-160603),1044.0,1.5
2010, Batteries and Accumulators (without 200133),246.0,0.1
2010, Used electrical appliances (oh.200121200123),3208.0,23.9
2010, Used electrical equipment (oh.200121200123200135),1509.0,14.3
2010, Wood which contains dangerous substances,94.0,1.9
2010, Wood (Without 200137),1303.0,63.0
2010, plastic,2641.0,115.6
2010, metals,3771.0,445.0
2010, Waste from the cleaning of hornstones,7.0,0.2
2010, Other fractions,91.0,5.1
2010, Other fractions and not differentiable,2305.0,23.8
2010, Mixed commodities without light packaging,2305.0,23.8
2010, biologically degradable wastes,3727.0,295.2
2010, Boden and Stone,69.0,13.7
2010, Other non-biologically abductable wastes,30.0,1.5
2010, Mixed municipal waste cannot be differentiated,3841.0,275.6
2010, household waste,4803.0,341.9
2010, household business activities,10600.0,912.2
2010, Fall from the Biobin,622.0,13.9
2010, market waste,37.0,4.2
2010, street court,509.0,40.4
2010, fecal sludge,268.0,49.0
2010, Waste from sewer cleaning,163.0,13.4
2010, bulky waste,1817.0,44.8
2010, municipal waste,126.0,20.8
2010,dangerous accidents,2305.0,23.8
2010, Totally dangerous accidents,2305.0,23.8
2014,Falls from the extraction of land values,2492.0,3109.9
2014, Cases from dismantling v. metal-rich soil resources,7.0,2.0
2014, Cases from dismantling v. non-metal Floor shows,5.0,4.9
2014, Acid forming treatment residues a. sul. ore,2492.0,3109.9
2014, Other treatment residues with hazardous substances,2492.0,3109.9
2014, Treatment residues (other than 010304 and 010305),3.0,3.2
2014, Cases from processing metallized earthenware,2492.0,3109.9
2014, Dusty and powdery waste (oh 010307),5.0,1761.3
2014, Red Mud from Aluminum Oxide Manufacturing(oh.010310),2492.0,3109.9
2014, Verrab. of metals. Appreciation,2492.0,3109.9
2014,Waste for further processing non-metal Ground visors,2492.0,3109.9
2014, Falls of gravel and rock quarry (OH 010407),11.0,27.3
2014, Fall of Sand and Clay,16.0,4.7
2014, Dusty and powdery waste (oh 010407),19.0,2.3
2014, Cases from processing v.potash and rock salt (oh.010407),10.0,25.1
2014, Processing return including waste (oh.010407010411),2492.0,3109.9
2014, Waste from stonemasonry and sawmill work (OH 010407),20.0,99.1
2014, Verrab. v. non-metal Floor protection: Falling angle,5.0,0.3
2014, Shells and falls from fresh water boreholes,4.0,0.1
2014, Oil-containing boreholes and wells,5.0,0.4
2014, Drill holes or drill holes with danger. substances,8.0,0.2
2014, Barite-containing drilling cuttings and waste (oh.010505010506),2492.0,3109.9
2014, Chloride content. Drilling cuttings waste (oh.010505010506),2492.0,3109.9
2014, Drilling mud and other boreholes:,2492.0,3109.9
2014,Crops from agriculture forestry etc.,2492.0,3109.9
2014, Agrarsch.ua: sludge from washing cleaning process.,20.0,16.5
2014, Agrarsch.ua: Falls from animal tissue,55.0,73.4
2014, Landwirtschaftsch.ua: Absences from vegetal tissue,109.0,180.1
2014, Agriculture etc.: plastic waste (without packaging),102.0,5.1
2014, Animal excrement liquid manure/slurry manure,56.0,187.9
2014, Fall from the forestry,6.0,0.0
2014, Uses of chemicals for agriculture,43.0,0.7
2014, waste v. chemistry. for agriculture(oh.020108),5.0,0.1
2014, Agriculture et al.: metallab fields,65.0,2.5
2014, Agriculture among others: Farmland,16.0,2.2
2014, Meat etc.: sludge from washing and cleaning processes,43.0,11.5
2014, Flesh et al.: Abscesses from fatty tissue,209.0,450.1
2014, Meat and others: For consumption/processing. unsuitable substances,243.0,329.1
2014, Meat etc.: sludge (own waste water treatment),1925.0,557.3
2014, marriage of meat fish etc.: Waste nec,34.0,150.4
2014, Fruit among others: scum from washing cleaning process. etc,50.0,134.3
2014, Fruit and others: Cases of preservation substances,2492.0,3109.9
2014, Fruit ao: Fallen from Extraction with Solvents,5.0,1.4
2014, Fruit and others: For food/vegetable. eaten stuff,378.0,307.0
2014, Fruit etc.: sludge (in-house waste water treatment),59.0,119.4
2014, Processing of fruits vegetables etc.,27.0,60.9
2014, Sugar production: beetroot,16.0,1315.3
2014, Sugar manufacture: Not spec. calcium carbonate sludge,2492.0,3109.9
2014, Sugar production: sludge (own waste water treatment),2492.0,3109.9
2014, Sugar production: Waste nec,5.0,40.6
2014, Milk processing: For processing/processing. unsuitable tax,75.0,63.9
2014, Milk processing: sludge (in-house waste water treatment),37.0,127.4
2014, Milk processing: waste angle,4.0,10.2
2014,Bakery Sweetware: For vegetables/vegetables. unsuitable. St.,274.0,149.5
2014, BakerySweetware: Cases of preservation substances,2492.0,3109.9
2014, Bakery sweetware: shambles (own waste water treatment),58.0,24.0
2014, Manufacturing of Bake- and Sweetware: Waste nec,33.0,6.4
2014, Drinks: Drops from the washer cleaning and,33.0,33.0
2014, Drinks: Drops from the alcohol distillation,7.0,51.3
2014, Beverages: Waste from the chemical treatment,2492.0,3109.9
2014, Drinks: For vegetables/vegetables. uneaten stuff,63.0,500.1
2014, Drinks: muds,37.0,48.8
2014, Manufacturing of beverages: waste nec,22.0,286.5
2014,Waste from woodworking etc,2492.0,3109.9
2014, Woodworking ao: bark and cork case,26.0,496.7
2014, Sawdust shavings cuttings wood chipboard,39.0,6.1
2014, Sawdust shavings trimmings wood chipboard. (oh.030104),709.0,2778.6
2014,Wood processing and others: Fall off angle,29.0,4.0
2014, Halogen-free organic wood protection products,2492.0,3109.9
2014, Chloroorganic wood protection substances,2492.0,3109.9
2014, metal-organic wood protection materials,2492.0,3109.9
2014, Inorganic wood protection materials,2492.0,3109.9
2014, Other wood protection products containing hazardous substances,2492.0,3109.9
2014, wood protection materials,2492.0,3109.9
2014, Paper production among other things: bark and wood sawmills,35.0,339.5
2014, Sulphite lamb (from recovery of coal gas),2492.0,3109.9
2014, Deinking slasses from paper recycling,14.0,732.7
2014, Mechanically separated paper cuts,94.0,805.5
2014, Errors from Sorting v. Paper for recycling,257.0,678.2
2014, Limestone Falls,6.0,2.2
2014, Fiberballs fiber filler and overlay mud,132.0,1568.7
2014, mud a. plant.wastewater treatment(oh.030310),46.0,121.2
2014,Paper production among other things: waste etc,21.0,702.5
2014,Scraps from the Leather Fur and Textile Industry,2492.0,3109.9
2014, Flesh shavings and hot spots,2492.0,3109.9
2014, Cremated glued leather,6.0,18.6
2014, Degreasing waste solvent-free non-liquid phase,2492.0,3109.9
2014, chrome-containing Gerbera broth,2492.0,3109.9
2014, Chromium-free tannery broth,2492.0,3109.9
2014, Chromium-containing slimes,10.0,16.7
