,year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
1214,2008, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,18.0,0.1,0.1
1215,2008, EAV-180108-G, Cytotoxic and cytostatic medicines,66.0,1.7,1.4
1216,2008, EAV-180110-G, Amalgam waste from dental care,27.0,0.1,0.1
1217,2008, EAV-180202-G, Wastes (special requirements to prevent infection),37.0,0.9,0.8
1218,2008, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,0.0,0.0,0.0
1219,2008, EAV-180207-G, Cytotoxic and cytostatic medicines,0.0,0.0,0.0
1220,2008, EAV-19, Wastes from waste management facilities etc.,1803.0,5424.1,2512.2
1221,2008, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",31.0,34.9,9.8
1222,2008, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",39.0,52.8,13.6
1223,2008, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",113.0,606.7,317.2
1224,2008, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",20.0,11.4,3.2
1225,2008, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",76.0,292.2,157.9
1226,2008, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",123.0,515.2,255.1
1227,2008, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",30.0,41.5,21.7
1228,2008, EAV-190117-G, Pyrolysis wastes containing hazardous substances,15.0,0.7,0.3
1229,2008, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,116.0,671.5,194.2
1230,2008, EAV-190205-G, Sludges from physico/chemical treatment,509.0,244.7,147.3
1231,2008, EAV-190207-G, Oil and concentrates from separation,121.0,127.7,52.5
1232,2008, EAV-190208-G, Liquid combustible wastes cont. haza. substances,20.0,30.6,11.2
1233,2008, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,16.0,4.6,0.8
1234,2008, EAV-190211-G, Other wastes containing hazardous substances,23.0,11.8,10.0
1235,2008, EAV-190304-G," Wastes marked as hazardous, partially stabilized",13.0,23.7,15.8
1236,2008, EAV-190306-G," Wastes marked as hazardous, solidified",17.0,358.6,167.6
1237,2008, EAV-190402-G, Fly ash and other flue-gas treatment wastes,3.0,0.0,0.0
1238,2008, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
1239,2008, EAV-190702-G, Landfill leachate containing hazardous substances,109.0,425.2,313.2
1240,2008, EAV-190806-G, Saturated or spent ion exchange resins,61.0,0.6,0.6
1241,2008, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0.0,0.0,0.0
1242,2008, EAV-190808-G, Membrane system waste containing heavy metals,9.0,15.0,15.0
1243,2008, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",34.0,3.6,2.1
1244,2008, EAV-190811-G, Sludges from bio. treat. of industrial waste water,28.0,84.6,79.5
1245,2008, EAV-190813-G, Sludges from other treat.of industrial waste water,213.0,95.2,67.3
1246,2008, EAV-191003-G, Fluff-light fraction and dust,10.0,14.5,14.2
1247,2008, EAV-191005-G, Other fractions containing hazardous substances,8.0,10.6,5.7
1248,2008, EAV-191101-G, Oil regeneration: Spent filter clays,9.0,7.0,5.9
1249,2008, EAV-191102-G, Oil regeneration: Acid tars,0.0,0.0,0.0
1250,2008, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,11.0,2.1,0.8
1251,2008, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
1252,2008, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,34.0,3.6,3.2
1253,2008, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
1254,2008, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,313.0,1210.8,474.6
1255,2008, EAV-191211-G, Other wastes (including mixtures of materials),146.0,271.8,93.8
1256,2008, EAV-191301-G, Solid wastes from soil remediation,33.0,210.7,52.8
1257,2008, EAV-191303-G, Sludges from soil remediation,11.0,35.6,1.0
1258,2008, EAV-191305-G, Sludges from groundwater remediation,27.0,2.2,2.2
1259,2008, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",18.0,1.7,1.6
1260,2008, EAV-20," Municipal wastes (household wastes, similar wastes)",810.0,100.3,84.2
1261,2008, EAV-200113-G, Solvents,259.0,6.4,5.8
1262,2008, EAV-200114-G, acids,232.0,1.2,0.9
1263,2008, EAV-200115-G, alkalines,223.0,1.2,1.1
1264,2008, EAV-200117-G, Photochemicals,156.0,0.6,0.5
1265,2008, EAV-200119-G, Pesticides,244.0,1.5,1.2
1266,2008, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,249.0,5.9,5.8
1267,2008, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,102.0,8.8,4.9
1268,2008, EAV-200126-G, Oil and fat (except 200125),62.0,0.6,0.6
1269,2008, EAV-200127-G,"Paint, inks, adhesives and resins",330.0,19.8,18.1
1270,2008, EAV-200129-G, Detergents containing hazardous substances,76.0,0.4,0.4
1271,2008, EAV-200131-G, Cytotoxic and cytostatic medicines,5.0,0.0,0.0
1272,2008, EAV-200133-G, Batteries and accumulators (160601-160603),64.0,0.7,0.7
1273,2008, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",234.0,32.6,24.8
1274,2008, EAV-200137-G, Wood containing hazardous substances,71.0,20.7,19.4
1275,2009, EAV-01," Wastes resulting from exploration, mining of minerals",21.0,141.2,138.9
1276,2009, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
1277,2009, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
1278,2009, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
1279,2009, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",0.0,0.0,0.0
1280,2009, EAV-010505-G, Oil-containing drilling muds and wastes,19.0,140.7,138.5
1281,2009, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",0.0,0.0,0.0
1282,2009, EAV-02," Wastes from agriculture, horticulture, forestry etc.",73.0,1.5,1.2
1283,2009, EAV-020108-G, Agrochemical waste containing hazardous substances,73.0,1.5,1.2
1284,2009, EAV-03,Wastes from wood processing etc.,25.0,0.3,0.3
1285,2009, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",6.0,0.2,0.2
1286,2009, EAV-030201-G, Non-halogenated organic wood preservatives,4.0,0.0,0.0
1287,2009, EAV-030202-G, Organochlorinated wood preservatives,8.0,0.0,0.0
1288,2009, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
1289,2009, EAV-030204-G, Inorganic wood preservatives,4.0,0.0,0.0
1290,2009, EAV-030205-G, Other wood preservatives cont. hazardous subst.,4.0,0.0,0.0
1291,2009, EAV-04," Wastes from the leather, fur, textile industries",16.0,0.2,0.2
1292,2009, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
1293,2009, EAV-040214-G, Wastes from finishing containing organic solvents,7.0,0.1,0.1
1294,2009, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,3.0,0.0,0.0
1295,2009, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,6.0,0.1,0.1
1296,2009, EAV-05," Wastes from petrol. refining, natural gas purification.",182.0,58.5,55.3
1297,2009, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
1298,2009, EAV-050103-G, Petroleum refining: Tank bottom sludges,57.0,20.3,19.0
1299,2009,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
1300,2009, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
1301,2009, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,67.0,12.6,12.4
1302,2009, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
1303,2009, EAV-050108-G, Petroleum refining: Other tars,9.0,0.8,0.8
1304,2009, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,14.0,13.3,12.9
1305,2009, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
1306,2009, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
1307,2009, EAV-050115-G, Petroleum refining: Spent filter clays,17.0,2.1,1.0
1308,2009, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
1309,2009, EAV-050603-G, Pyrolytic treatment of coal: Other tars,60.0,8.9,8.8
1310,2009, EAV-050701-G, Natural gas purif.: Wastes containing mercury,5.0,0.1,0.1
1311,2009, EAV-06, Wastes from inorganic chemical processes,1117.0,431.9,348.8
1312,2009, EAV-060101-G, Sulfuric acid and sulphurous acid,198.0,107.6,105.7
1313,2009, EAV-060102-G, hydrochloric acid,53.0,6.1,5.8
1314,2009, EAV-060103-G, hydrofluoric acid,16.0,0.2,0.1
1315,2009,EAV-060104-G, Phosphoric and phosphorous acid,44.0,0.9,0.9
1316,2009, EAV-060105-G, Nitric acid and nitrous acid,47.0,1.5,1.4
1317,2009, EAV-060106-G, Other acids,228.0,20.9,18.0
1318,2009, EAV-060201-G, calcium hydroxide,11.0,0.6,0.6
1319,2009, EAV-060203-G, Ammonium hydroxide,78.0,2.1,1.0
1320,2009, EAV-060204-G, Sodium and potassium hydroxide,60.0,45.3,27.0
1321,2009, EAV-060205-G, Other bases,223.0,22.2,20.4
1322,2009, EAV-060311-G, Solid salts and solutions containing cyanides,34.0,0.4,0.3
1323,2009, EAV-060313-G, Solid salts and solutions containing heavy metals,136.0,7.9,6.0
1324,2009, EAV-060315-G, Metallicoxides containing heavy metals,20.0,3.9,3.9
1325,2009, EAV-060403-G, Wastes containing arsenic,21.0,0.7,0.6
1326,2009, EAV-060404-G, Wastes containing mercury,152.0,5.4,5.3
1327,2009, EAV-060405-G, Wastes containing other heavy metals,119.0,85.1,41.8
1328,2009, EAV-060502-G, Sludges from on-site effluent treatment,92.0,106.4,95.7
1329,2009, EAV-060602-G, Wastes containing hazardous sulphides,6.0,0.2,0.2
1330,2009, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
1331,2009, EAV-060702-G, Activated carbon from chlorine production,3.0,0.0,0.0
1332,2009, EAV-060703-G,Barium sulphate sludge containing mercury,0.0,0.0,0.0
1333,2009, EAV-060704-G," Solutions and acids, for example contact acid",0.0,0.0,0.0
1334,2009, EAV-060802-G, Waste containing hazardous chlorocyanes,6.0,0.1,0.1
1335,2009, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
1336,2009, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,5.0,0.1,0.1
1337,2009, EAV-061301-G, Inorganic plant protection products etc.,46.0,0.3,0.1
1338,2009, EAV-061302-G, Spent activated carbon (except 060702),66.0,2.2,2.1
1339,2009, EAV-061304-G, Wastes from asbestos processing,17.0,0.9,0.7
1340,2009, EAV-061305-G, Soot,0.0,0.0,0.0
1341,2009, EAV-07, Wastes from organic chemical processes,2102.0,893.5,843.7
1342,2009, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",160.0,35.7,26.8
1343,2009, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,109.0,13.6,10.8
1344,2009, EAV-070104-G, Organic chem.: Other organic solvents etc.,367.0,88.5,78.9
1345,2009, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,36.0,20.8,20.3
1346,2009, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",140.0,51.7,51.3
1347,2009, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",11.0,0.3,0.3
1348,2009, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",54.0,4.1,4.0
1349,2009, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,47.0,11.8,11.7
1350,2009, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",76.0,26.1,23.9
1351,2009, EAV-070203-G, Plastics: Organic halogenated solvents etc.,40.0,2.3,2.3
1352,2009, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",175.0,23.5,22.8
1353,2009, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",52.0,3.2,3.1
1354,2009, EAV-070208-G," Plastics: Other still bottoms, reaction residues",464.0,61.1,56.6
1355,2009, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",6.0,0.1,0.1
1356,2009, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,44.0,3.1,3.0
1357,2009, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,14.0,1.2,1.0
1358,2009, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,37.0,1.3,1.2
1359,2009, EAV-070216-G, Plastics: Waste containing hazardous silicones,3.0,0.3,0.3
1360,2009, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",31.0,3.8,3.3
1361,2009, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,26.0,0.9,0.8
1362,2009, EAV-070304-G, Organic dyes: Other organic solvents etc.,281.0,50.8,47.3
1363,2009, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,9.0,0.3,0.3
1364,2009, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",27.0,1.6,1.3
1365,2009, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",4.0,0.2,0.2
1366,2009, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",15.0,2.4,2.4
1367,2009, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,6.0,0.2,0.2
1368,2009, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,17.0,19.4,19.4
1369,2009, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,12.0,46.5,46.5
1370,2009, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,14.0,27.8,27.8
1371,2009, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,9.0,24.3,24.2
1372,2009, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",9.0,3.1,3.1
1373,2009, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,5.0,0.2,0.2
1374,2009, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",10.0,0.6,0.5
1375,2009, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,0.0,0.0,0.0
1376,2009, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,8.0,0.2,0.2
1377,2009, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,57.0,43.6,43.4
1378,2009, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,60.0,12.1,12.0
1379,2009, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,99.0,60.3,59.8
1380,2009, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,15.0,2.3,2.3
1381,2009, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",55.0,3.1,2.9
1382,2009, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,8.0,0.0,0.0
1383,2009, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",29.0,2.6,2.6
1384,2009, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,8.0,0.5,0.5
1385,2009, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,38.0,1.3,1.3
1386,2009, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",145.0,31.8,30.8
1387,2009, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",28.0,0.8,0.4
1388,2009, EAV-070604-G," Fats, soaps: Other organic solvents etc.",83.0,5.6,5.2
1389,2009, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",0.0,0.0,0.0
1390,2009, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",159.0,31.6,30.7
1391,2009, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",3.0,0.2,0.2
1392,2009, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",20.0,3.1,2.8
1393,2009, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",8.0,1.8,1.8
1394,2009, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",166.0,69.2,64.1
1395,2009, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,112.0,14.3,13.4
1396,2009, EAV-070704-G, Fine chem.: Other organic solvents etc.,189.0,44.5,41.4
1397,2009, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",34.0,3.6,3.4
1398,2009, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",79.0,25.7,24.4
1399,2009, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",20.0,0.3,0.2
1400,2009, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",54.0,2.2,2.1
1401,2009, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,18.0,1.7,1.7
1402,2009, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1688.0,166.1,141.7
1403,2009, EAV-080111-G," Waste paint, varnish containing organic solvents",765.0,59.3,47.1
1404,2009, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,490.0,32.5,26.9
1405,2009, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",185.0,16.3,14.0
1406,2009, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,203.0,19.0,18.1
1407,2009, EAV-080119-G, Aqueous suspensions cont. paint or varnish,40.0,8.5,8.1
1408,2009, EAV-080121-G, Waste paint or varnish remover,16.0,0.4,0.4
1409,2009, EAV-080312-G, Waste ink containing hazardous substances,147.0,6.6,5.6
1410,2009, EAV-080314-G, Ink sludges containing hazardous substances,63.0,4.2,3.9
1411,2009, EAV-080316-G, Waste etching solutions,0.0,0.0,0.0
1412,2009, EAV-080317-G, Waste printing toner cont. hazardous substances,0.0,0.0,0.0
1413,2009, EAV-080319-G, Disperse oil,0.0,0.0,0.0
1414,2009,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,336.0,17.7,16.3
1415,2009, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,12.0,0.5,0.3
1416,2009, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",16.0,0.4,0.4
1417,2009, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",14.0,0.4,0.4
1418,2009, EAV-080417-G," Adhesives, sealants: Rosin oil",0.0,0.0,0.0
1419,2009, EAV-080501-G, Waste isocyanates,39.0,0.4,0.3
1420,2009, EAV-09, Wastes from the photographic industry,237.0,39.5,31.4
1421,2009, EAV-090101-G, Water-based developer and activator solutions,159.0,12.5,10.2
1422,2009, EAV-090102-G, Water-based offset plate developer solutions,110.0,12.5,10.4
1423,2009, EAV-090103-G, Solvent-based developer solutions,13.0,0.0,0.0
1424,2009, EAV-090104-G, fixer solutions,122.0,8.9,7.4
1425,2009, EAV-090105-G, Bleach solutions and bleach fixer solutions,40.0,3.3,3.2
1426,2009, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0.0,0.0,0.0
1427,2009, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0.0,0.0,0.0
1428,2009, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0.0,0.0,0.0
1429,2009,EAV-10, Wastes from thermal processes,675.0,710.0,609.9
1430,2009, EAV-100104-G, Oil fly ash and boiler dust,27.0,2.9,2.8
1431,2009, EAV-100109-G, Sulfuric acid,5.0,0.0,0.0
1432,2009, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0.0,0.0,0.0
1433,2009, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",30.0,59.8,58.2
1434,2009, EAV-100116-G, Fly ash from co-incineration,19.0,36.0,36.0
1435,2009, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,45.0,21.1,21.0
1436,2009, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,3.0,1.0,1.0
1437,2009, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,4.0,0.1,0.1
1438,2009, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",57.0,190.7,188.4
1439,2009, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",0.0,0.0,0.0
1440,2009, EAV-100213-G," Iron, steel: Sludges, filter cakes from gas treatm.",13.0,54.1,50.6
1441,2009, EAV-100304-G, Aluminium: Primary production slags,0.0,0.0,0.0
1442,2009, EAV-100308-G, Aluminium: Salt slags from secondary production,21.0,218.2,148.7
1443,2009, EAV-100309-G, Aluminium: Black dross from secondary production,0.0,0.0,0.0
1444,2009,EAV-100315-G, Aluminium: Skimmings that are flammable etc.,73.0,30.3,19.9
1445,2009, EAV-100317-G, Aluminium: Tar-containing wastes from anode manuf.,0.0,0.0,0.0
1446,2009, EAV-100319-G, Aluminum: Flue-gas dust cont. hazardous subst.,19.0,3.5,3.5
1447,2009, EAV-100321-G, Aluminum: Other particulates and dust,7.0,4.7,4.7
1448,2009, EAV-100323-G, Aluminum: Solid wastes from gas treatment,38.0,14.3,8.5
1449,2009, EAV-100325-G," Aluminium: Sludges, filter cakes from gas treatment.",5.0,0.2,0.2
1450,2009, EAV-100327-G, Aluminium: Wastes fr.cooling-water treatm.cont.oil,0.0,0.0,0.0
1451,2009, EAV-100329-G, Aluminium: Wastes from treatment. of salt slags etc.,0.0,0.0,0.0
1452,2009, EAV-100401-G, Lead: Slags from primary and secondary production,5.0,23.5,23.5
1453,2009, EAV-100402-G," Lead: Dross, skimmings from primary, second. prod.",59.0,6.0,5.9
1454,2009, EAV-100403-G, Lead: Calcium arsenate,0.0,0.0,0.0
1455,2009, EAV-100404-G, Lead: Flue-gas dust,4.0,1.7,1.7
1456,2009, EAV-100405-G, Lead: Other particulates and dust,15.0,3.8,1.2
1457,2009, EAV-100406-G, Lead: Solid wastes from gas treatment,4.0,0.5,0.5
1458,2009, EAV-100407-G,Lead: Sludges and filter cakes from gas treatment,0.0,0.0,0.0
1459,2009, EAV-100409-G, Lead: Wastes from cooling-water treatment. cont. oil,0.0,0.0,0.0
1460,2009, EAV-100503-G, Zinc: Flue-gas dust,9.0,0.3,0.3
1461,2009, EAV-100505-G, Zinc: Solid waste from gas treatment,8.0,0.6,0.6
1462,2009, EAV-100506-G, Zinc: Sludges and filter cakes from gas treatment,0.0,0.0,0.0
1463,2009, EAV-100508-G, Zinc: Wastes from cooling-water treatment. cont. oil,0.0,0.0,0.0
1464,2009, EAV-100510-G, Zinc: Dross and skimmings that are flammable etc.,0.0,0.0,0.0
1465,2009, EAV-100603-G, Copper: Flue-gas dust,6.0,1.1,1.1
1466,2009, EAV-100606-G, Copper: Solid wastes from gas treatment,3.0,3.2,3.2
1467,2009, EAV-100607-G, Copper: Sludges and filter cakes from gas treatment.,0.0,0.0,0.0
1468,2009, EAV-100609-G, Copper: Wastes from cooling-water treatment. cont.oil,0.0,0.0,0.0
1469,2009, EAV-100707-G, Silver etc: Wastes fr. cool.-water treatm.cont.oil,0.0,0.0,0.0
1470,2009, EAV-100808-G," Non-ferrous: Salt slag from primary, secondary. prod.",3.0,0.7,0.7
1471,2009, EAV-100810-G," Non-ferrous: Dross, skimmings that are flammable",7.0,0.3,0.3
1472,2009, EAV-100812-G,Non-ferrous: Tar-cont. wastes from anode manuf.,0.0,0.0,0.0
1473,2009, EAV-100815-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,29.0,3.5,3.5
1474,2009, EAV-100817-G," Non-ferrous: Sludges, filter cakes fr.flue-gas tr.",3.0,0.1,0.1
1475,2009, EAV-100819-G, Non-ferrous: Wastes from cooling-water tr.cont.oil,0.0,0.0,0.0
1476,2009, EAV-100905-G," Ferrous: Casting cores,moulds, not undergone pouring.",0.0,0.0,0.0
1477,2009, EAV-100907-G," Ferrous: Casting cores, molds, underwent pouring",7.0,0.2,0.2
1478,2009, EAV-100909-G, Ferrous: Flue-gas dust cont. hazardous substances,34.0,4.7,2.8
1479,2009, EAV-100911-G, Ferrous: Other particulates cont. hazardous subst.,0.0,0.0,0.0
1480,2009, EAV-100913-G, Ferrous: Waste binders cont. hazardous substances,0.0,0.0,0.0
1481,2009, EAV-100915-G, Ferrous: Waste crack-indicating agent,0.0,0.0,0.0
1482,2009, EAV-101005-G," Non-ferrous: Casting cores,moulds,not underg.pour.",3.0,0.3,0.3
1483,2009, EAV-101007-G," Non-ferrous: Casting cores, molds, underwent pour.",10.0,2.0,2.0
1484,2009, EAV-101009-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,13.0,2.1,0.5
1485,2009, EAV-101011-G, Non-ferrous: Other particulates cont. haza. subst.,3.0,0.0,0.0
1486,2009, EAV-101013-G,Non-ferrous: Waste binders cont. hazardous subst.,0.0,0.0,0.0
1487,2009, EAV-101015-G, Non-ferrous: Waste crack-indicating agent,0.0,0.0,0.0
1488,2009, EAV-101109-G, Waste preparation mixture before thermal process.,16.0,1.5,1.5
1489,2009, EAV-101111-G, Waste glass in small particles cont. heavy metals,19.0,3.9,3.2
1490,2009, EAV-101113-G," Glass-polishing, -grinding sludge",31.0,1.0,0.9
1491,2009, EAV-101115-G, Manuf. of glass: Solid wastes from flue-gas treat.,34.0,3.1,3.0
1492,2009, EAV-101117-G," Manuf. of glass: Sludges, filter cakes fr. flue-gas",0.0,0.0,0.0
1493,2009, EAV-101119-G, Manuf. of glass: Sol.wastes fr.on-site effl.treat.,9.0,0.4,0.3
1494,2009, EAV-101209-G, Ceramic goods: Solid wastes from gas treatment,8.0,1.0,1.0
1495,2009, EAV-101211-G, Ceramic goods: Wastes from glazing cont.heavy metal.,3.0,0.5,0.5
1496,2009, EAV-101309-G, Wastes from asbestos-cement manuf. cont. asbestos,0.0,0.0,0.0
1497,2009, EAV-101312-G, Cement etc: Solid wastes from gas treatment,3.0,0.9,0.9
1498,2009, EAV-101401-G, Crematoria: Waste from gas cleaning cont. mercury,88.0,0.5,0.4
1499,2009, EAV-11, Wastes from chemical surface treatment etc.,2496.0,486.4,457.5
1500,2009,EAV-110105-G, Surface treatment: Pickling acids,551.0,78.0,72.0
1501,2009, EAV-110106-G, Surface treatment: Acids nos.,156.0,7.2,6.6
1502,2009, EAV-110107-G, Surface treatment: Pickling bases,426.0,54.3,49.0
1503,2009, EAV-110108-G, Surface treatment: Phosphating sludges,251.0,8.2,7.6
1504,2009, EAV-110109-G," Surface treatment: Sludges, filter cakes",1172.0,91.3,82.4
1505,2009, EAV-110111-G, Surface treatment: Aqueous rinsing liquids,712.0,53.3,47.5
1506,2009, EAV-110113-G, Surface treatment: Degreasing wastes,143.0,6.8,6.6
1507,2009, EAV-110115-G," Surface treatment: Eluate,sludges fr.membrane sys.",6.0,0.5,0.5
1508,2009, EAV-110116-G," Surface treatment: Saturated,spent ion exch.resins",15.0,0.0,0.0
1509,2009, EAV-110198-G, Surface treatment: Other wastes cont. haza. subst.,224.0,12.5,11.2
1510,2009, EAV-110202-G, Sludges from zinchydrometallurgy,10.0,171.7,171.7
1511,2009, EAV-110205-G, Wastes from copper hydrometallurgical processes,0.0,0.0,0.0
1512,2009, EAV-110207-G, Non-ferrous hydromet. processes: Other wastes,0.0,0.0,0.0
1513,2009, EAV-110301-G," Sludges,solids fr.temp.proc.: Wastes cont. cyanide",34.0,0.8,0.7
1514,2009, EAV-110302-G,"Sludges, solids from tempering proc.: Other wastes",57.0,1.4,1.2
1515,2009, EAV-110503-G, Hot galvan. proc.: Solid wastes from gas treatment,13.0,0.2,0.1
1516,2009, EAV-110504-G, Hot galvanizing processes: Spent flux,0.0,0.0,0.0
1517,2009, EAV-12, Wastes from surface treatment of metals a.plastics,3967.0,805.1,613.0
