Year,Industry Code,Industry,EAV code,Waste Description,Number Of Waste Generators,Volumes Of Waste (1000t),Volumes Of Waste Generated By Primary Producers (1000t)
2012,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-17,construction and demolition waste,142.0,15.3,15.3
2012,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-18,Waste from medical care,,,
2012,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-19,Waste from waste treatment plants e.g.,,,
2012,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-20,Municipal waste (household waste and similar waste),,,
2012,WZ08-A,"Agriculture And Forestry, Fisheries",,In total,151.0,16.7,16.7
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-01,waste from the extraction of mineral resources,15.0,113.5,113.5
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-03,"Waste from wood processing, etc.",,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-05,"Waste from petroleum refining, natural gas purification",14.0,0.6,0.6
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-06,Waste from inorganic chemical processes,7.0,0.4,0.4
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-07,Waste from organic chemical processes,6.0,4.0,4.0
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",6.0,0.1,0.1
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-09,Waste from the photographic industry,,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-10,Waste from thermal processes,,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-11,Waste from chemical surface treatment,,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-12,Waste from mechanical shaping processes,18.0,0.8,0.8
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-13,Oil waste and liquid fuel waste,36.0,4.0,3.9
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-14,"Waste from organic solvents, coolants",,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-15,"Packaging waste, absorbent masses, wipes",32.0,0.5,0.5
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-16,Waste not included elsewhere in the inventory,29.0,1.6,1.6
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-17,construction and demolition waste,170.0,181.6,149.3
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-18,Waste from medical supplies,,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-19,Waste from waste treatment plants e.g.,9.0,0.5,0.5
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-20,Municipal waste (household waste and similar waste),,,
2012,WZ08-B,Mining And Quarrying Of Stone And Earth,,In total,224.0,312.4,280.0
2012,WZ08-C,Manufacturing Industry,EAV-01,waste from the extraction of mineral resources,5.0,1.4,1.4
2012,WZ08-C,Manufacturing Industry,EAV-02,"Waste from agriculture, forestry, etc.",8.0,2.2,2.2
2012,WZ08-C,Manufacturing Industry,EAV-03,"Waste from woodworking, etc.",,,
2012,WZ08-C,Manufacturing Industry,EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-C,Manufacturing Industry,EAV-05,"Waste from petroleum refining, natural gas purification",78.0,48.8,48.1
2012,WZ08-C,Manufacturing Industry,EAV-06,Waste from inorganic chemical processes,625.0,305.1,266.0
2012,WZ08-C,Manufacturing Industry,EAV-07,Waste from organic chemical processes,1269.0,840.2,826.1
2012,WZ08-C,Manufacturing Industry,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",983.0,99.2,98.4
2012,WZ08-C,Manufacturing Industry,EAV-09,Waste from the photographic industry,50.0,3.2,3.0
2012,WZ08-C,Manufacturing Industry,EAV-10,Waste from thermal processes,391.0,685.0,586.0
2012,WZ08-C,Manufacturing Industry,EAV-11,Waste from chemical surface treatment,1778.0,456.8,455.6
2012,WZ08-C,Manufacturing Industry,EAV-12,Waste from mechanical shaping processes,2760.0,550.7,532.3
2012,WZ08-C,Manufacturing Industry,EAV-13,Oil waste and liquid fuel waste,1276.0,191.0,163.6
2012,WZ08-C,Manufacturing Industry,EAV-14,"Waste from organic solvents, coolants",404.0,44.6,30.4
2012,WZ08-C,Manufacturing Industry,EAV-15,"Packaging waste, absorbent masses, wipes",1553.0,77.1,76.4
2012,WZ08-C,Manufacturing Industry,EAV-16,Waste not included elsewhere in the inventory,932.0,220.9,216.6
2012,WZ08-C,Manufacturing Industry,EAV-17,construction and demolition waste,1142.0,647.0,580.2
2012,WZ08-C,Manufacturing Industry,EAV-18,Waste from medical care,23.0,0.9,0.9
2012,WZ08-C,Manufacturing Industry,EAV-19,Waste from waste treatment plants e.g.,491.0,441.1,289.2
2012,WZ08-C,Manufacturing Industry,EAV-20,Municipal waste (household waste and similar waste),87.0,2.9,2.9
2012,WZ08-C,Manufacturing Industry,,In total,7138.0,4618.3,4179.4
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-01,waste from the extraction of mineral resources,,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-03,"Waste from woodworking, etc.",,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-06,Waste from inorganic chemical processes,3.0,0.3,0.3
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-07,Waste from organic chemical processes,14.0,2.5,2.5
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-09,Waste from the photographic industry,,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-10,Waste from thermal processes,3.0,0.0,0.0
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-11,Waste from chemical surface treatment,,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-12,Waste from mechanical shaping processes,4.0,0.0,0.0
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-13,waste oil and liquid fuel waste,22.0,0.9,0.9
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-14,"Waste from organic solvents, coolants",5.0,0.0,0.0
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-15,"Packaging waste, absorbent masses, wipes",12.0,0.3,0.3
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-16,Waste not included elsewhere in the inventory,13.0,1.1,0.9
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-17,construction and demolition waste,37.0,3.6,3.6
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-18,Waste from medical care,,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-19,Waste from waste treatment plants e.g.,4.0,0.5,0.4
2012,WZ08-10-01,Food Industry And Tobacco Processing,EAV-20,Municipal waste (household waste and similar waste),,,
2012,WZ08-10-01,Food Industry And Tobacco Processing,,In total,97.0,9.1,8.9
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-01,Waste from the extraction of mineral resources,,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-03,"Waste from wood processing, etc.",,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-06,Waste from inorganic chemical processes,,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-07,Waste from organic chemical processes,18.0,3.2,3.2
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-08,"Waste from MFSU from coatings, adhesives, etc.",11.0,0.4,0.4
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-09,Waste from the photographic industry,,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-10,Waste from thermal processes,,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-11,Waste from chemical surface treatment,,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-12,Waste from mechanical shaping processes,4.0,0.1,0.1
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-13,waste oil and liquid fuel waste,6.0,0.1,0.1
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-14,"Waste from organic solvents, coolants",3.0,0.0,0.0
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-15,"Packaging waste, absorbents, wipes",8.0,0.5,0.5
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-16,Waste not included elsewhere in the inventory,5.0,0.4,0.4
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-17,Construction and demolition waste,4.0,0.8,0.8
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-18,Waste from medical care,,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-19,Waste from waste treatment plants e.g.,,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-20,Municipal waste (household waste and similar waste),,,
2012,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",,In total,46.0,5.9,5.9
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-01,waste from the extraction of mineral resources,,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-03,"Waste from wood processing, etc.",,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-06,Waste from inorganic chemical processes,4.0,0.0,0.0
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-07,Waste from organic chemical processes,7.0,0.5,0.5
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-08,"Waste from MFSU from coatings, adhesives, etc.",13.0,0.7,0.7
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-09,Waste from the photographic industry,,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-10,Waste from thermal processes,10.0,9.8,9.8
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-11,Waste from chemical surface treatment,3.0,0.0,0.0
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-12,Waste from mechanical shaping processes,3.0,0.1,0.1
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-13,Oil waste and liquid fuel waste,16.0,0.6,0.6
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-14,"Waste from organic solvents, coolants",,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-15,"Packaging waste, absorbents, wipes",6.0,0.1,0.1
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-16,Waste not included elsewhere in the inventory,7.0,0.3,0.3
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-17,Construction and demolition waste,94.0,9.3,9.3
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-18,Waste from medical care,,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-19,Waste from waste treatment plants e.g.,7.0,8.6,3.9
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",EAV-20,Municipal waste (household waste and similar waste),,,
2012,WZ08-16,"H.V. Wood, Wicker, Basket And Cork Goods (Without Furniture)",,In total,147.0,30.4,25.7
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-01,waste from the extraction of mineral resources,,,
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-03,"Waste from wood processing, etc.",,,
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-06,Waste from inorganic chemical processes,7.0,0.3,0.3
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-07,Waste from organic chemical processes,67.0,6.0,6.0
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",86.0,4.6,4.6
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-09,Waste from the photographic industry,37.0,1.7,1.7
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-10,Waste from thermal processes,3.0,0.6,0.6
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-11,Waste from chemical surface treatment,29.0,1.8,1.8
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-12,Waste from mechanical shaping processes,11.0,0.6,0.6
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-13,waste oil and liquid fuel waste,38.0,1.6,1.6
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-14,"Waste from organic solvents, coolants",52.0,2.0,2.0
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-15,"Packaging waste, absorbent masses, wipes",37.0,1.8,1.8
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-16,Waste not included elsewhere in the inventory,17.0,0.6,0.5
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-17,Construction and demolition waste,32.0,15.9,15.9
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-18,Waste from medical supplies,,,
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-19,Waste from waste treatment plants e.g.,18.0,45.1,45.1
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",EAV-20,Municipal waste (household waste and similar waste),,,
2012,WZ08-17-01,"Production Of Paper, Cardboard, Printed Matter, Etc.",,In total,286.0,82.7,82.5
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-01,Waste from the extraction of mineral resources,,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-03,"Waste from woodworking, etc.",,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-05,"Waste from petroleum refining, natural gas purification",30.0,39.1,38.4
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-06,Waste from inorganic chemical processes,8.0,26.0,26.0
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-07,Waste from organic chemical processes,20.0,4.8,4.8
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-09,Waste from the photographic industry,,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-10,Waste from thermal processes,5.0,4.0,4.0
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-11,Waste from chemical surface treatment,,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-12,Waste from mechanical shaping processes,25.0,20.1,8.9
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-13,waste oil and liquid fuel waste,45.0,60.1,38.6
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-14,"Waste from organic solvents, coolants",6.0,2.0,0.3
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-15,"Packaging waste, absorbents, wipes",35.0,2.0,1.9
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-16,Waste not included elsewhere in the inventory,34.0,14.3,12.7
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-17,Construction and demolition waste,34.0,35.4,35.3
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-18,Waste from medical care,,,
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-19,"Waste from waste treatment plants, etc.",14.0,28.0,12.2
2012,WZ08-19,Coking Plant And Petroleum Processing,EAV-20,Municipal waste (household waste and similar waste),4.0,0.0,0.0
2012,WZ08-19,Coking Plant And Petroleum Processing,,In total,76.0,236.1,183.3
2012,WZ08-20,Manufacture Of Chemical Products,EAV-01,Waste from the extraction of mineral resources,,,
2012,WZ08-20,Manufacture Of Chemical Products,EAV-02,"Waste from agriculture, forestry, etc.",8.0,2.2,2.2
2012,WZ08-20,Manufacture Of Chemical Products,EAV-03,"Waste from wood processing, etc.",,,
2012,WZ08-20,Manufacture Of Chemical Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-20,Manufacture Of Chemical Products,EAV-05,"Waste from petroleum refining, natural gas purification",19.0,3.4,3.4
2012,WZ08-20,Manufacture Of Chemical Products,EAV-06,Waste from inorganic chemical processes,158.0,149.4,148.7
2012,WZ08-20,Manufacture Of Chemical Products,EAV-07,Waste from organic chemical processes,520.0,672.9,659.6
2012,WZ08-20,Manufacture Of Chemical Products,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",202.0,34.7,33.9
2012,WZ08-20,Manufacture Of Chemical Products,EAV-09,Waste from the photographic industry,4.0,0.3,0.2
2012,WZ08-20,Manufacture Of Chemical Products,EAV-10,Waste from thermal processes,26.0,6.6,6.5
2012,WZ08-20,Manufacture Of Chemical Products,EAV-11,Waste from chemical surface treatment,61.0,10.8,10.8
2012,WZ08-20,Manufacture Of Chemical Products,EAV-12,Waste from mechanical shaping processes,59.0,3.8,3.8
2012,WZ08-20,Manufacture Of Chemical Products,EAV-13,Oil waste and liquid fuel waste,121.0,12.4,11.4
2012,WZ08-20,Manufacture Of Chemical Products,EAV-14,"Waste from organic solvents, coolants",83.0,24.8,12.8
2012,WZ08-20,Manufacture Of Chemical Products,EAV-15,"Packaging waste, absorbent masses, wipes",358.0,23.2,23.0
2012,WZ08-20,Manufacture Of Chemical Products,EAV-16,Waste not included elsewhere in the inventory,243.0,30.5,29.8
2012,WZ08-20,Manufacture Of Chemical Products,EAV-17,Construction and demolition waste,194.0,89.8,88.1
2012,WZ08-20,Manufacture Of Chemical Products,EAV-18,Waste from medical supplies,,,
2012,WZ08-20,Manufacture Of Chemical Products,EAV-19,Waste from waste treatment plants e.g.,70.0,86.6,83.4
2012,WZ08-20,Manufacture Of Chemical Products,EAV-20,Municipal waste (household waste and similar waste),32.0,0.8,0.8
2012,WZ08-20,Manufacture Of Chemical Products,,In total,858.0,1152.8,1119.1
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-01,waste from the extraction of mineral resources,,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-03,"Waste from woodworking, etc.",,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-06,Waste from inorganic chemical processes,4.0,0.2,0.2
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-07,Waste from organic chemical processes,91.0,82.7,82.7
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",4.0,0.0,0.0
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-09,Waste from the photographic industry,,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-10,Waste from thermal processes,,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-11,Waste from chemical surface treatment,,,
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-12,Waste from mechanical shaping processes,3.0,0.3,0.3
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-13,Oil waste and liquid fuel waste,8.0,0.2,0.2
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-14,"Waste from organic solvents, coolants",3.0,0.4,0.4
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-15,"Packaging waste, absorbent masses, wipes",36.0,2.0,2.0
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-16,Waste not included elsewhere in the inventory,24.0,1.5,1.5
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-17,construction and demolition waste,17.0,22.0,22.0
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-18,Waste from medical supplies,16.0,0.8,0.8
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-19,"Waste from waste treatment plants, etc.",9.0,27.2,26.2
2012,WZ08-21,Manufacture Of Pharmaceutical Products,EAV-20,Municipal waste (household waste and similar waste),5.0,0.1,0.1
2012,WZ08-21,Manufacture Of Pharmaceutical Products,,In total,110.0,137.4,136.4
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-01,waste from the extraction of mineral resources,,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-03,"Waste from woodworking, etc.",,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-06,Waste from inorganic chemical processes,23.0,0.7,0.7
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-07,Waste from organic chemical processes,157.0,28.0,28.0
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",119.0,9.8,9.8
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-09,Waste from the photographic industry,,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-10,Waste from thermal processes,,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-11,Waste from chemical surface treatment,40.0,5.9,5.9
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-12,Waste from mechanical shaping processes,61.0,5.7,3.8
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-13,waste oil and liquid fuel waste,76.0,7.9,3.6
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-14,"Waste from organic solvents, coolants",43.0,4.1,4.1
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-15,"Packaging waste, absorbent masses, wipes",75.0,4.2,4.2
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-16,Waste not included elsewhere in the inventory,25.0,1.8,1.8
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-17,Construction and demolition waste,126.0,14.2,14.1
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-18,Waste from medical care,,,
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-19,Waste from waste treatment plants e.g.,11.0,2.0,2.0
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,EAV-20,Municipal waste (household waste and similar waste),4.0,0.2,0.2
2012,WZ08-22,Manufacture Of Rubber And Plastic Products,,In total,448.0,84.5,78.1
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-01,Waste from the extraction of mineral resources,,,
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-02,"Waste from agriculture, forestry, etc.",,,
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-03,"Waste from wood processing, etc.",,,
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-04,"Waste from the leather, fur and textile industries",,,
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-05,"Waste from petroleum refining, natural gas purification",6.0,1.1,1.1
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-06,Waste from inorganic chemical processes,24.0,2.0,2.0
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-07,Waste from organic chemical processes,30.0,4.6,4.6
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",26.0,1.1,1.1
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-09,Waste from the photographic industry,,,
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-10,Waste from thermal processes,51.0,17.4,17.4
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-11,Waste from chemical surface treatment,20.0,4.8,4.8
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-12,Waste from mechanical shaping processes,42.0,4.0,4.0
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-13,waste oil and liquid fuel waste,63.0,7.5,7.5
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-14,"Waste from organic solvents, coolants",,,
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-15,"Packaging waste, absorbents, wipes",51.0,1.2,1.2
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-16,Waste not included elsewhere in the inventory,46.0,17.4,17.3
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-17,Construction and demolition waste,106.0,227.7,163.3
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-18,Waste from medical care,,,
2012,WZ08-23,"H.V.Glass, Goods, Ceramics, Processing. Of Stones And Earth",EAV-19,Waste from waste treatment plants e.g.,12.0,126.3,1.4
