Year,Industry Code,Industry,EAV Code,Waste Description,Waste Quantities Produced by Primary Producers,Unknown Value 1,Metric Tons,,,
2010,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-17,Construction and demolition waste,113,49,2,,,
2010,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-18,Waste from medical care,,,,,,
2010,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-19,"Waste from waste treatment plants, etc.",11,0,5,,,
2010,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2010,WZ-X006,Remaining branches,EAV-01,Waste from the extraction of mineral resources,,,,,,
2010,WZ-X006,Remaining branches,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2010,WZ-X006,Remaining branches,EAV-03,"Waste from woodworking, among others,",,,,,,
2010,WZ-X006,Remaining branches,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2010,WZ-X006,Remaining branches,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2010,WZ-X006,Remaining branches,EAV-06,Waste from inorganic-chemical processes,,,,,,
2010,WZ-X006,Remaining branches,EAV-07,Waste from organic-chemical processes,,,,,,
2010,WZ-X006,Remaining branches,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2010,WZ-X006,Remaining branches,EAV-09,Waste from the photographic industry,,,,,,
2010,WZ-X006,Remaining branches,EAV-10,Waste from thermal processes,,,,,,
2010,WZ-X006,Remaining branches,EAV-11,Waste from chemical surface processing,,,,,,
2010,WZ-X006,Remaining branches,EAV-12,Waste from processes of the mechanical design,,,,,,
2010,WZ-X006,Remaining branches,EAV-13,Oil waste and waste from liquid fuels,,,,,,
2010,WZ-X006,Remaining branches,EAV-14,"Waste from organic solvents, coolants",,,,,,
2010,WZ-X006,Remaining branches,EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2010,WZ-X006,Remaining branches,EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2010,WZ-X006,Remaining branches,EAV-17,Construction and demolition waste,,,,,,
2010,WZ-X006,Remaining branches,EAV-18,Waste from medical care,,,,,,
2010,WZ-X006,Remaining branches,EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2010,WZ-X006,Remaining branches,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-06,Waste from inorganic-chemical processes,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-07,Waste from organic-chemical processes,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-10,Waste from thermal processes,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-11,Waste from chemical surface processing,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-12,Waste from processes of the mechanical design,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-13,Oil waste and waste from liquid fuels,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-14,"Waste from organic solvents, coolants",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-17,Construction and demolition waste,94,8,7,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-18,Waste from medical care,,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2011,WZ08-A,"Agriculture and forestry, fishing",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-01,Waste from the extraction of mineral resources,13,17,7,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-05,"Waste from oil refinement, natural gas cleaning",13,0,7,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-06,Waste from inorganic-chemical processes,6,0,4,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-07,Waste from organic-chemical processes,5,5,5,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",7,0,1,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-10,Waste from thermal processes,,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-11,Waste from chemical surface processing,,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-12,Waste from processes of the mechanical design,23,1,3,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-13,Oil waste and waste from liquid fuels,41,4,9,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-14,"Waste from organic solvents, coolants",,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-15,"Packaging drop, upright masses, wipes",35,0,5,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-16,"Waste, not listed elsewhere in the directory",20,1,2,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-17,Construction and demolition waste,166,161,6,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-18,Waste from medical care,,,,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-19,"Waste from waste treatment plants, etc.",7,1,0,,,
2011,WZ08-B,Mining and extraction of stones and earth,EAV-20,"Settlement waste (budget waste, etc. Waste)",5,0,0,,,
,,,,,,,,,,
2011,WZ08-C,Processing business,EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-C,Processing business,EAV-02,"Waste from agriculture, forestry etc.",5,0,3,,,
2011,WZ08-C,Processing business,EAV-03,"Waste from woodworking, among others,",4,0,2,,,
2011,WZ08-C,Processing business,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-C,Processing business,EAV-05,"Waste from oil refinement, natural gas cleaning",80,60,7,,,
2011,WZ08-C,Processing business,EAV-06,Waste from inorganic-chemical processes,632,274,2,,,
2011,WZ08-C,Processing business,EAV-07,Waste from organic-chemical processes,1299,826,0,,,
2011,WZ08-C,Processing business,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",1015,101,7,,,
2011,WZ08-C,Processing business,EAV-09,Waste from the photographic industry,51,3,6,,,
2011,WZ08-C,Processing business,EAV-10,Waste from thermal processes,400,577,4,,,
2011,WZ08-C,Processing business,EAV-11,Waste from chemical surface processing,1775,477,8,,,
2011,WZ08-C,Processing business,EAV-12,Waste from processes of the mechanical design,2748,531,0,,,
2011,WZ08-C,Processing business,EAV-13,Oil waste and waste from liquid fuels,1289,165,5,,,
2011,WZ08-C,Processing business,EAV-14,"Waste from organic solvents, coolants",428,31,5,,,
2011,WZ08-C,Processing business,EAV-15,"Packaging drop, upright masses, wipes",1587,79,9,,,
2011,WZ08-C,Processing business,EAV-16,"Waste, not listed elsewhere in the directory",922,149,3,,,
2011,WZ08-C,Processing business,EAV-17,Construction and demolition waste,1135,688,8,,,
2011,WZ08-C,Processing business,EAV-18,Waste from medical care,29,0,9,,,
2011,WZ08-C,Processing business,EAV-19,"Waste from waste treatment plants, etc.",511,254,8,,,
2011,WZ08-C,Processing business,EAV-20,"Settlement waste (budget waste, etc. Waste)",85,3,2,,,
,,,,,,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-05,"Waste from oil refinement, natural gas cleaning",3,0,0,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-06,Waste from inorganic-chemical processes,3,0,2,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-07,Waste from organic-chemical processes,14,1,9,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-10,Waste from thermal processes,,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-11,Waste from chemical surface processing,3,0,1,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-12,Waste from processes of the mechanical design,5,0,1,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-13,Oil waste and waste from liquid fuels,22,0,9,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-14,"Waste from organic solvents, coolants",4,0,0,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-15,"Packaging drop, upright masses, wipes",10,0,2,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-16,"Waste, not listed elsewhere in the directory",16,1,4,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-17,Construction and demolition waste,35,6,8,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-18,Waste from medical care,,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2011,WZ08-10-01,Food and tobacco processing industry.,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-06,Waste from inorganic-chemical processes,,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-07,Waste from organic-chemical processes,20,3,9,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",10,1,0,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-10,Waste from thermal processes,,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-11,Waste from chemical surface processing,,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-12,Waste from processes of the mechanical design,3,0,1,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-13,Oil waste and waste from liquid fuels,8,0,2,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-14,"Waste from organic solvents, coolants",,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-15,"Packaging drop, upright masses, wipes",9,0,6,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-16,"Waste, not listed elsewhere in the directory",4,0,3,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-17,Construction and demolition waste,3,1,5,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-18,Waste from medical care,,,,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-19,"Waste from waste treatment plants, etc.",4,0,3,,,
2011,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-06,Waste from inorganic-chemical processes,3,0,0,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-07,Waste from organic-chemical processes,7,0,5,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",15,0,7,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-10,Waste from thermal processes,10,11,5,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-11,Waste from chemical surface processing,3,0,0,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-12,Waste from processes of the mechanical design,4,0,1,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-13,Oil waste and waste from liquid fuels,18,0,6,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-14,"Waste from organic solvents, coolants",,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-15,"Packaging drop, upright masses, wipes",7,0,1,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-16,"Waste, not listed elsewhere in the directory",6,0,5,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-17,Construction and demolition waste,99,9,8,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-18,Waste from medical care,,,,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-19,"Waste from waste treatment plants, etc.",7,2,7,,,
2011,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-06,Waste from inorganic-chemical processes,,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-07,Waste from organic-chemical processes,72,6,5,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",94,5,2,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-09,Waste from the photographic industry,36,2,0,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-10,Waste from thermal processes,3,0,9,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-11,Waste from chemical surface processing,34,2,0,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-12,Waste from processes of the mechanical design,11,0,7,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-13,Oil waste and waste from liquid fuels,37,1,6,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-14,"Waste from organic solvents, coolants",59,2,1,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-15,"Packaging drop, upright masses, wipes",40,2,3,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-16,"Waste, not listed elsewhere in the directory",16,0,8,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-17,Construction and demolition waste,32,6,9,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-18,Waste from medical care,,,,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-19,"Waste from waste treatment plants, etc.",19,2,1,,,
2011,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2011,WZ08-19,Petroleum Processing,EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-19,Petroleum Processing,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-19,Petroleum Processing,EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-19,Petroleum Processing,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-19,Petroleum Processing,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2011,WZ08-19,Petroleum Processing,EAV-06,Waste from inorganic-chemical processes,7,25,8,,,
2011,WZ08-19,Petroleum Processing,EAV-07,Waste from organic-chemical processes,20,7,0,,,
2011,WZ08-19,Petroleum Processing,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2011,WZ08-19,Petroleum Processing,EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-19,Petroleum Processing,EAV-10,Waste from thermal processes,4,4,7,,,
2011,WZ08-19,Petroleum Processing,EAV-11,Waste from chemical surface processing,,,,,,
2011,WZ08-19,Petroleum Processing,EAV-12,Waste from processes of the mechanical design,25,9,2,,,
2011,WZ08-19,Petroleum Processing,EAV-13,Oil waste and waste from liquid fuels,40,36,7,,,
2011,WZ08-19,Petroleum Processing,EAV-14,"Waste from organic solvents, coolants",6,0,8,,,
2011,WZ08-19,Petroleum Processing,EAV-15,"Packaging drop, upright masses, wipes",36,2,3,,,
2011,WZ08-19,Petroleum Processing,EAV-16,"Waste, not listed elsewhere in the directory",36,15,9,,,
2011,WZ08-19,Petroleum Processing,EAV-17,Construction and demolition waste,35,70,8,,,
2011,WZ08-19,Petroleum Processing,EAV-18,Waste from medical care,,,,,,
2011,WZ08-19,Petroleum Processing,EAV-19,"Waste from waste treatment plants, etc.",13,14,5,,,
2011,WZ08-19,Petroleum Processing,EAV-20,"Settlement waste (budget waste, etc. Waste)",4,0,0,,,
,,,,,,,,,,
2011,WZ08-20,Production of chemical products,EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-20,Production of chemical products,EAV-02,"Waste from agriculture, forestry etc.",5,0,3,,,
2011,WZ08-20,Production of chemical products,EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-20,Production of chemical products,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-20,Production of chemical products,EAV-05,"Waste from oil refinement, natural gas cleaning",18,11,5,,,
2011,WZ08-20,Production of chemical products,EAV-06,Waste from inorganic-chemical processes,156,144,3,,,
2011,WZ08-20,Production of chemical products,EAV-07,Waste from organic-chemical processes,525,664,6,,,
2011,WZ08-20,Production of chemical products,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",213,36,6,,,
2011,WZ08-20,Production of chemical products,EAV-09,Waste from the photographic industry,4,0,3,,,
2011,WZ08-20,Production of chemical products,EAV-10,Waste from thermal processes,22,4,9,,,
2011,WZ08-20,Production of chemical products,EAV-11,Waste from chemical surface processing,54,10,5,,,
2011,WZ08-20,Production of chemical products,EAV-12,Waste from processes of the mechanical design,62,4,6,,,
2011,WZ08-20,Production of chemical products,EAV-13,Oil waste and waste from liquid fuels,131,11,3,,,
2011,WZ08-20,Production of chemical products,EAV-14,"Waste from organic solvents, coolants",90,12,6,,,
2011,WZ08-20,Production of chemical products,EAV-15,"Packaging drop, upright masses, wipes",376,24,4,,,
2011,WZ08-20,Production of chemical products,EAV-16,"Waste, not listed elsewhere in the directory",236,24,1,,,
2011,WZ08-20,Production of chemical products,EAV-17,Construction and demolition waste,178,102,0,,,
2011,WZ08-20,Production of chemical products,EAV-18,Waste from medical care,,,,,,
2011,WZ08-20,Production of chemical products,EAV-19,"Waste from waste treatment plants, etc.",72,97,4,,,
2011,WZ08-20,Production of chemical products,EAV-20,"Settlement waste (budget waste, etc. Waste)",30,1,0,,,
,,,,,,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-06,Waste from inorganic-chemical processes,7,0,2,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-07,Waste from organic-chemical processes,89,76,0,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",8,0,0,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-10,Waste from thermal processes,,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-11,Waste from chemical surface processing,,,,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-12,Waste from processes of the mechanical design,3,0,3,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-13,Oil waste and waste from liquid fuels,8,0,2,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-14,"Waste from organic solvents, coolants",5,0,4,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-15,"Packaging drop, upright masses, wipes",37,2,2,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-16,"Waste, not listed elsewhere in the directory",25,1,0,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-17,Construction and demolition waste,19,19,3,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-18,Waste from medical care,18,0,7,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-19,"Waste from waste treatment plants, etc.",10,25,6,,,
2011,WZ08-21,Production of pharmaceutical products,EAV-20,"Settlement waste (budget waste, etc. Waste)",7,0,0,,,
,,,,,,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-06,Waste from inorganic-chemical processes,19,0,7,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-07,Waste from organic-chemical processes,154,25,6,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",124,9,4,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-09,Waste from the photographic industry,,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-10,Waste from thermal processes,,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-11,Waste from chemical surface processing,47,5,3,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-12,Waste from processes of the mechanical design,59,4,3,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-13,Oil waste and waste from liquid fuels,72,4,0,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-14,"Waste from organic solvents, coolants",46,4,9,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-15,"Packaging drop, upright masses, wipes",80,3,9,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-16,"Waste, not listed elsewhere in the directory",35,1,9,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-17,Construction and demolition waste,119,11,9,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-18,Waste from medical care,,,,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-19,"Waste from waste treatment plants, etc.",10,1,4,,,
2011,WZ08-22,Production of rubber and plastic goods,EAV-20,"Settlement waste (budget waste, etc. Waste)",4,0,2,,,
,,,,,,,,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-01,Waste from the extraction of mineral resources,,,,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-03,"Waste from woodworking, among others,",,,,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-05,"Waste from oil refinement, natural gas cleaning",6,1,5,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-06,Waste from inorganic-chemical processes,17,1,6,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-07,Waste from organic-chemical processes,32,5,0,,,
2011,WZ08-23,"Manufacturing of glassware, ceramics, and processing of stones and earth materials.",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",27,1,0,,,
