Statistics_Code,Statistics_Label,time_code,time_label,Time,1_feature_code,1_feature_label,1_expression_code,1_expression_label,2_feature_code,2_Feature_Label,2_expression_code,2_expression_label,Waste_Disposal_Plants,Input_from_waste_disposal_plants,Waste_generated_in_own_operation,Waste_delivered_from_the_country,Waste_delivered_from_abroad
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060204-G,Sodium and potassium hydroxide,33.0,9.6,0.0,8.9,0.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060205-G,Other Bases,58.0,15.6,0.3,12.1,3.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060299-U,Bases: wastes n.e.c.,7.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060311-G,Solid salts and solutions containing cyanide,10.0,0.4,,0.4,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060313-G,Solid salts and solutions containing heavy metals,59.0,14.9,6.1,8.3,0.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060314-U,Solid salts and solutions (excluding 060311 and 060313),69.0,143.8,4.1,138.5,1.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060315-G,Metal oxides containing heavy metals,25.0,3.2,0.2,2.7,0.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060316-U,Metal oxides (without 060315),44.0,45.1,2.9,42.2,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060399-U,"Salts, salt solutions, metal oxides: wastes n.e.c.",9.0,0.7,,0.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060403-G,Waste containing arsenic,11.0,0.7,,0.4,0.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060404-G,Waste containing mercury,23.0,2.6,0.0,1.9,0.7
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060405-G,Waste containing other heavy metals,33.0,66.1,0.1,65.6,0.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060499-U,Metal-containing wastes n.e.c.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060502-G,Sludge from in-house wastewater treatment,55.0,67.3,1.4,52.3,13.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060503-U,sludge from on-site Waste water tank (oh.060502),59.0,81.7,5.5,76.1,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060602-G,Waste containing hazardous sulphides,9.0,0.8,0.0,0.8,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060603-U,Waste containing sulfide (without 060602),,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060699-U,Chemicals containing sulfur: wastes n.e.c.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060701-G,Asbestos-containing waste from electrolysis,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060702-G,Activated carbon from chlorine production,3.0,0.1,,0.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060703-G,Mercurial barium sulfate sludges,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060704-G,"Solutions and acids, e.g. contact acid",,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060799-U,Halogens: wastes not otherwise specified,4.0,1.3,0.0,1.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060802-G,Hazardous waste containing chlorosilanes,6.0,10.4,10.3,0.0,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060899-U,"Silicon, silicon compounds: waste not otherwise specified",21.0,15.6,1.0,14.4,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060902-U,Phosphorous slag,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060903-G,Calcium-based reaction wastes,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-060904-U,Calcium-based reaction waste (without 060903),,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-060999-U,Chemicals containing phosphorus: wastes n.e.c.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-061002-G,Nitrogen.Chemie.: Waste with hazardous fabrics,4.0,0.1,0.0,0.0,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-061099-U,Nitrogen-containing chemicals: wastes n.e.s.,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-061101-U,Calcium based reaction wastes a. titanium dioxide.,6.0,16.0,,15.6,0.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-061199-U,"Inorganic pigments, colourants: waste not otherwise specified",4.0,0.8,,0.8,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-061301-G,"Inorganic pesticides, wood preservatives",10.0,0.1,0.0,0.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-061302-G,Used activated carbon (without 060702),32.0,4.4,0.0,4.2,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-061303-U,Carbon black,17.0,2.4,,2.3,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-061304-G,Waste from asbestos processing,,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-061305-G,Oven and chimney soot,3.0,0.0,,0.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-061399-U,Inorganic chemical processes: wastes not otherwise specified,7.0,0.3,0.3,0.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070101-G,"Organic basic chemicals: Aqueous wash bottles, mother liquors",71.0,96.1,34.7,58.6,2.8
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070103-G,"Organic basic chemicals: halogen organic solvents, wash bottle",33.0,37.0,10.0,26.6,0.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070104-G,"Organic basic chemicals: solvents, washing liquids",81.0,192.5,94.0,95.9,2.7
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070107-G,"Org.basic chemistry: halog.reaction, distillation residue.",27.0,88.4,59.3,25.8,3.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070108-G,Org.Basic chemistry: reaction and distillation residues.,72.0,148.3,49.2,75.2,23.9
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070109-G,"Org.Basic chemistry: Halog.filter cake, absorbent mat.",11.0,0.6,0.0,0.4,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070110-G,"Org.Grundchemik.: And. filter cake, absorbent mat.",29.0,16.4,0.0,15.6,0.7
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070111-G,Org. basic chemistry: sludge (company waste water tank),23.0,12.8,0.2,3.6,9.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070112-U,sludge from on-site Sewage treatment (oh.070111),18.0,13.4,0.0,13.4,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070199-U,Bulk organic chemicals: wastes not otherwise specified,34.0,19.7,0.0,19.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070201-G,"Plastics: Aqueous detergents, mother liquors",51.0,20.9,0.3,19.7,0.8
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070203-G,"Plastics: halogen organic solvents, washing liquid.",23.0,1.9,0.3,1.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070204-G,"Plastics: organic. Solvents, washing liquids",53.0,27.1,4.8,21.1,1.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070207-G,Plastics: Halog. Reaction and distillation residues,21.0,4.7,1.6,2.9,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070208-G,Plastics: reaction and distillation residues,80.0,94.1,22.8,70.8,0.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070209-G,"Plastics: Halog. Filter cake, absorbent mat.",5.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070210-G,"Plastics: And. filter cakes, absorbent materials",26.0,6.3,0.9,5.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070211-G,Plastics: sludge (company wastewater tank),16.0,1.8,0.0,1.8,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070212-U,sludge from on-site Waste water tank (oh.070211),38.0,17.0,3.0,14.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070213-U,Plastic waste,267.0,424.5,20.2,375.9,28.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070214-G,Plastics: Waste from additives with dangerous St.,19.0,2.6,0.3,2.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070215-U,Waste additives (excluding 070214),24.0,1.1,0.1,1.0,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070216-G,Plastics: Danger. Waste containing silicone,8.0,1.0,0.7,0.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070217-U,Waste containing silicone (excluding 070216),6.0,0.5,0.2,0.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070299-U,"Plastics, fibers, synthetic rubber: waste not otherwise specified",53.0,55.3,13.5,34.7,7.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070301-G,"Organic dyes: Aqueous wash bottles, mother liquors",14.0,4.6,0.0,3.7,0.9
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070303-G,"Organic dyes: halogen org. Solvents, detergents",9.0,1.6,,1.6,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070304-G,"Organic dyes: solvents, washing liquids",40.0,22.5,0.4,20.9,1.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070307-G,Organic dyes: halogen. Reaction and distillation reset.,11.0,1.5,0.6,1.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070308-G,Organic dyes: reaction and distillation residues,16.0,4.7,0.0,4.6,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070309-G,"Organic dyes: halogen. filter cake, absorbent mat.",5.0,0.1,0.0,0.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070310-G,"Organic dyes: Other filter cakes, absorption mat.",6.0,0.4,0.0,0.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070311-G,Org. dyes: sludge (in-house waste water tank),,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070312-U,sludge from on-site Waste water tank (oh.070311),7.0,0.5,0.0,0.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070399-U,"Organic dyes, pigments: wastes not otherwise specified",5.0,0.2,,0.2,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070401-G,"Pesticides: Aqueous wash, mother liquor.",24.0,28.2,4.8,22.5,0.9
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070403-G,"Plant protection with: halogen organic solvents, washing fl.",17.0,63.2,12.8,50.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070404-G,"Pesticides: Organ. solvent, washbottle",22.0,37.7,19.6,18.1,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070407-G,"Crop Protection With.: Halogen.Reaction, Distill.reset",10.0,24.6,2.6,22.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070408-G,"Pesticides: reaction, distillation residue",12.0,5.9,0.5,4.8,0.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070409-G,"Pesticides: halogen filter cake, absorbent mat",6.0,0.2,0.0,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070410-G,"Pesticides: filter cake, absorbent mat.",9.0,0.8,0.0,0.8,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070411-G,Plant protection: sludge (company wastewater tank),6.0,0.2,0.1,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070412-U,sludge from on-site Waste water tank (oh.070411),,,,,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070413-G,Pesticides: solid waste with dangerous goods,13.0,0.9,0.2,0.7,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070499-U,"Pesticides, etc.: Waste not otherwise specified",4.0,2.7,,0.1,2.6
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070501-G,"Pharmaceuticals: Aqueous washes, mother liquors",32.0,45.7,10.2,28.9,6.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070503-G,"Pharmaceuticals: halogen organic solvents, washing fl.",26.0,41.6,24.7,8.8,8.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070504-G,"Pharmaceuticals: organ. Solvents, washing liquids.",41.0,90.7,16.6,68.3,5.8
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070507-G,"Pharmaceuticals: halogen.reaction, distill.residue",10.0,2.3,0.2,2.0,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070508-G,Pharmaceuticals: reaction and distillation residues,18.0,5.7,0.0,5.6,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070509-G,"Pharmaceuticals: Halogen filter cake, absorbent mat.",9.0,0.6,0.3,0.1,0.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070510-G,"Pharmaceuticals: filter cake, absorbent materials",12.0,2.2,0.1,2.0,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070511-G,Pharmaceuticals: sludge (in-house waste water treatment),3.0,0.1,,0.1,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070512-U,sludge from on-site Waste water tank (oh.070511),4.0,1.4,,0.5,0.9
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070513-G,Pharmaceuticals: Solid waste with hazardous fabrics,17.0,3.0,,1.6,1.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070514-U,Solid waste (excluding 070513),30.0,9.4,,9.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070599-U,Pharmaceuticals: wastes not otherwise specified,43.0,24.0,10.4,13.5,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070601-G,"Greases, soaps: aqueous detergents, mother liquors",55.0,21.3,0.1,21.0,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070603-G,"Fats, soaps: halogen organic solvents, washing fl.",10.0,0.3,0.0,0.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070604-G,"Fats, soaps: organ. Solvents, washing liquids.",39.0,7.7,0.8,6.9,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070607-G,"Fats, soaps: Halogen.reaction, distill.residue.",7.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070608-G,"Fats, soaps: reaction, distillation residues",47.0,41.2,2.8,38.3,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070609-G,"Fats, soaps: halogen filter cake, absorbent mat.",3.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070610-G,"Fats, soaps: filter cakes, absorbent materials",18.0,1.4,0.0,1.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070611-G,"Fats, soaps: sludge (in-house waste water treatment)",12.0,1.9,,1.8,0.1
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070612-U,sludge from on-site Waste water tank (oh.070611),18.0,11.0,0.3,10.6,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070699-U,"Grease, soap, lubricants, etc.: waste not otherwise specified",59.0,28.4,0.1,28.0,0.3
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070701-G,"Fine chemicals: Aqueous detergents, mother liquors",56.0,73.9,20.3,53.6,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070703-G,"Fine chemicals: halogen organic solvents, washing fl.",26.0,19.2,9.8,8.8,0.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070704-G,"Fine chemicals: organ. Solvents, washing liquids.",48.0,45.5,10.1,35.0,0.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070707-G,"Fine chemicals: halogen reaction, distillation residue.",15.0,23.3,15.5,7.7,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070708-G,Fine chemicals: reaction and distillation residues.,42.0,100.6,66.7,32.9,1.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070709-G,"Fine chemicals: halogen filter cake, absorption mat.",12.0,0.4,0.0,0.4,0.0
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070710-G,"Fine chemicals: filter cake, absorbent materials",22.0,3.5,0.4,3.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-070711-G,Fine chemicals: sludge (company wastewater tank),12.0,2.4,0.3,2.0,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070712-U,sludge from on-site Sewage treatment (oh.070711),9.0,1.6,0.1,1.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-070799-U,Fine chemicals: wastes n.e.c.,7.0,0.9,0.0,0.9,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080111-G,Paint and varnish waste with hazardous substances,78.0,44.8,3.6,34.5,6.8
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-080112-U,Paint and varnish waste (without 080111),118.0,26.0,0.1,25.5,0.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080113-G,Paint and varnish sludges containing dangerous substances,52.0,26.7,4.2,22.1,0.4
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080114-U,Paint and varnish sludge (without 080113),19.0,6.1,,6.1,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080115-G,"Paints, varnishes: Aqueous sludges with dangerous st",40.0,23.8,4.9,18.4,0.5
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080116-U,Aqueous sludge (without 080115),70.0,41.9,0.6,41.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080117-G,Waste from paint or varnish removal,54.0,19.3,0.1,19.0,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080118-U,Waste from paint or varnish removal (oh. 080117),27.0,3.4,,3.4,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080119-G,Aqueous suspensions containing paints or varnishes,30.0,11.3,0.1,11.0,0.2
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-080120-U,Aqueous suspensions (without 080119),44.0,10.4,0.2,10.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080121-G,Paint or varnish remover waste,6.0,0.5,0.0,0.5,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,Types of waste,EAV-080199-U,"Paints, varnishes: waste not otherwise specified",4.0,0.2,,0.2,
32111,Collection of waste disposal,JAHR,Jahr,2021,DINSG,Germany as a whole,DG,Deutschland,EAVXB6,types of waste,EAV-080201-U,Coating powder waste,32.0,3.7,0.0,3.7,0.0
