GENESIS table: 32141-0002
Rubble processing plants: Germany, years,;;;;;;
types of waste;;;;;;
Processing, utilization of construction and demolition waste;;;;;;
Germany;;;;;;
;;;Building waste processing plants;Input from building rubble processing plants;Building waste processing plants with output;Output from building rubble processing plants
2012;EAV-010413-U; Waste from stonemasonry and sawing work (without 010407);3;1.1;-;-
2012;EAV-02;Waste from agriculture, forestry, etc.;-;-;-;-
2012;EAV-020401-U; Sugar production: beet soil;-;-;-;-
2012;EAV-03;waste from wood processing, etc.;-;-;-;-
2012;EAV-030310-U; Fiber waste, fiber, filler and coating sludge;-;-;-;-
2012;EAV-05;Waste from petroleum refining, natural gas purification;-;-;-;-
2012;EAV-050117-U; Petroleum refining: bitumen;-;-;-;-
2012;EAV-06;Waste from inorganic chemical processes;-;-;-;-
2012;EAV-060899-U; silicon, silicon compounds: waste not otherwise specified;-;-;-;-
2012;EAV-10;waste from thermal processes;30;160.9;-;-
2012;EAV-100101-U; rust and Boiler ash, slag, boiler fuel (oh.100104);8;24.5;-;-
2012;EAV-100117-U; fly ash from waste co-incineration (oh.100116);-;-;-;-
2012;EAV-100201-U; Iron, steel ind.: waste from slag processing;-;-;-;-
2012;EAV-100202-U; Iron, steel ind.: unprocessed slag;8;20.6;-;-
2012;EAV-100501-U; Zinc metallurgy: slags (first and second smelting);-;-;-;-
2012;EAV-100503-G; zinc metallurgy: filter dust;-;-;-;-
2012;EAV-100903-U; Iron,steel: furnace slag;13;57.4;-;-
2012;EAV-100906-U; Casting molds and sand before casting (oh.100905);-;-;-;-
2012;EAV-100908-U; Casting molds and sands after casting (without 100907);5;18.4;-;-
2012;EAV-101008-U; Casting molds and sands after casting (oh. 101007);4;10.4;-;-
2012;EAV-101112-U; Glass waste (without 101111);-;-;-;-
2012;EAV-101201-U; Ceramic products: raw mixtures before firing;-;-;-;-
2012;EAV-101203-U; Ceramic products: particles and dust;-;-;-;-
2012;EAV-101208-U; Waste from ceramic products, bricks, etc.;-;-;-;-
2012;EAV-101210-U; Solid waste from flue gas treatment (excluding 101209);-;-;-;-
2012;EAV-101304-U; Waste from calcination, hydration from quicklime;-;-;-;-
2012;EAV-101311-U; Composite waste (excl. 101309, 101310);-;-;-;-
2012;EAV-101314-U; Concrete waste and concrete sludge;4;0.9;-;-
2012;EAV-12;Waste from mechanical shaping processes;4;8.0;-;-
2012;EAV-120101-U; Iron filings and turnings;-;-;-;-
2012;EAV-120103-U; Non-ferrous metal filings and turnings;-;-;-;-
2012;EAV-120105-U; Plastic shavings and turnings;-;-;-;-
2012;EAV-120117-U; Abrasive waste (without 120116);3;5.1;-;-
2012;EAV-13;Oil waste and liquid fuel waste;-;-;5;0.0
2012;EAV-130205-G; Non-chlorinated machine, gear and Lubricating oils;-;-;5;0.0
2012;EAV-130208-G; Other machine, gear and lubricating oils;-;-;-;-
2012;EAV-130501-G; Solid waste from sand traps and oil/water separator;-;-;-;-
2012;EAV-15;Packaging waste, absorbent masses, wipes;7;5.6;7;0.0
2012;EAV-150101-U; Paper and cardboard packaging;-;-;-;-
2012;EAV-150102-U; Plastic packaging;-;-;-;-
2012;EAV-150103-U; Wooden packaging;-;-;-;-
2012;EAV-15010600-U; Mixed packaging not differentiable;4;4,7;-;-
2012;EAV-150107-U; Glass packaging;-;-;-;-
2012;EAV-150202-G; Absorbent and filter materials, wipes;-;-;5;0.0
2012;EAV-150203-U; Absorption and filter materials (without 150202);-;-;-;-
2012;EAV-16;Wastes not included elsewhere in the inventory;6;3,7;-;-
2012;EAV-160103-U; used tires;-;-;-;-
2012;EAV-160119-U; Old vehicles: plastics;-;-;-;-
2012;EAV-161104-U; Refractory mat. from metallurg. percent (oh.161103);5;3.7;-;-
2012;EAV-161106-U; Refractory material a. non-metallurgical process.(oh.161105);-;-;-;-
2012;EAV-17;Construction and demolition waste;2171;62717.8;179;2072.7
2012;EAV-170101-U; Concrete;1680;21603.5;11;80.2
2012;EAV-170102-U; Brick;956;4151.1;4;19.2
2012;EAV-170103-U; Tiles and ceramics;451;945.5;-;-
2012;EAV-170106-G; Mixtures from o. separate fractions v. Concrete, etc.;7;6.1;-;-
2012;EAV-170107-U; Mixtures of concrete, bricks, etc. (oh.170106);1155;13687.2;20;192.4
2012;EAV-170201-U; Wood;33;26.7;11;3.2
2012;EAV-170202-U; Glass;3;0.1;-;-
2012;EAV-170203-U; Plastic;-;-;-;-
2012;EAV-170204-G; Glass, plastic and wood with hazardous substances;10;1.5;3;0.2
2012;EAV-170301-G; Bituminous mixtures containing coal tar;135;1031.5;97;790.8
2012;EAV-170302-U; Bitumen mixtures (without 170301);1143;10242.9;11;79.3
2012;EAV-170303-G; Coal tar and tarry products;10;1.0;7;0.3
2012;EAV-170402-U; Aluminum;-;-;-;-
2012;EAV-170403-U; Lead;-;-;-;-
2012;EAV-170405-U; Iron and Steel;-;-;8;1.6
2012;EAV-170407-U; Mixed Metals;3;0.8;4;1.3
2012;EAV-170411-U; Cable (without 170410);-;-;-;-
2012;EAV-170503-G; Soil and stones containing dangerous substances;8;12.3;-;-
2012;EAV-170504-U; soil and stones (without 170503);755;8622.1;39;840.1
2012;EAV-170506-U; dredged material (without 170505);14;349.9;-;-
2012;EAV-170507-G; Track ballast containing dangerous substances;6;81.6;-;-
2012;EAV-170508-U; Track ballast (without 170507);102;1709.5;3;23.8
2012;EAV-170601-G; insulation material containing asbestos;-;-;-;-
2012;EAV-170603-G; Other insulation material;5;0.1;6;0.2
2012;EAV-170604-U; Insulating material (without 170601 and 170603);3;0.1;-;-
2012;EAV-170605-G; Building materials containing asbestos;10;2.3;6;0.2
2012;EAV-170802-U; Gypsum-based building materials (excluding 170801);60;28.7;14;2.0
2012;EAV-170903-G; Other construction and demolition waste;-;-;-;-
2012;EAV-170904-U; Mixed construction and demolition waste (oh.170901-170903);79;210.7;26;33.3
2012;EAV-19;Waste from waste treatment plants etc.;36;646.8;2150;60368.8
2012;EAV-190111-G; Combustion, pyrolysis: grate, boiler ashes, slag;-;-;-;-
2012;EAV-190112-U; Bottom ash and slag (oh.190111);9;419.8;3;177.6
2012;EAV-190113-G; Combustion.,Pyrolysis: Filter dust with haz. St.;-;-;-;-
2012;EAV-190114-U; Filter dust (without 190113);-;-;-;-
2012;EAV-190118-U; Pyrolysis waste (without 190117);-;-;-;-
2012;EAV-19029950-U; Products resulting from waste treatment;-;-;3;162.5
2012;EAV-190503-U; Out of specification compost;-;-;-;-
2012;EAV-190801-U; Sieve and rake residue;-;-;-;-
2012;EAV-190802-U; Sand trap residues;4;1.7;-;-
2012;EAV-190903-U; decarbonization sludges;-;-;-;-
2012;EAV-19120100-U; Mechanical waste treatment: paper, cardboard not diff.;-;-;85;27.4
2012;EAV-191202-U; Mechanical waste treatment: ferrous metals;4;4.0;769;173.6
2012;EAV-191203-U; Mechanical waste treatment: non-ferrous metals;-;-;132;13.9
2012;EAV-191204-U; Mechanical waste treatment: plastic and rubber;-;-;161;9.7
2012;EAV-19120500-U; Mechanical waste treatment: glass not differentiable;-;-;-;-
2012;EAV-19120505-U; Mechanical waste treatment: mixed glass;-;-;-;-
2012;EAV-191206-G; Mechanical waste treatment: wood with hazardous Substances;-;-;11;3.0
2012;EAV-191207-U; Wood (without 191206);-;-;307;82.9
2012;EAV-191208-U; Mechanical waste treatment: textiles;-;-;-;-
2012;EAV-19120900-U; Mechanical waste treatment: minerals (sand, stones);18;216.1;37;866.2
2012;EAV-19120901-U; Products for use in road and Road construction;-;-;1703;34229.6
2012;EAV-19120902-U; Products for use in other earthworks;-;-;1200;13447.7
2012;EAV-19120903-U; products f.d. Use in concrete mixing plants;-;-;90;570.5
2012;EAV-19120904-U; Products for use in asphalt mixing plants;-;-;312;6526.5
2012;EAV-19120905-U; Products for other uses;-;-;287;3832.9
2012;EAV-19120906-U; Hot mix for road and path construction;-;-;-;-
2012;EAV-191210-U; Combustible waste (fuel from waste);-;-;-;-
2012;EAV-191211-G; Other waste (including mixed materials);-;-;-;-
2012;EAV-191212-U; Other waste (without 191211);7;1.6;360;241.8
2012;EAV-191302-U; Solid waste from soil remediation (oh.191301);-;-;-;-
2012;EAV-20;Municipal waste (household waste and similar waste);37;88.6;12;18.0
2012;EAV-200101-U; paper and cardboard;-;-;-;-
2012;EAV-200102-U; Glass;-;-;-;-
2012;EAV-200135-G; Used electrical equipment (oh.200121,200123);-;-;-;-
2012;EAV-200137-G; wood containing dangerous substances;-;-;-;-
2012;EAV-200138-U; Wood (without 200137);-;-;-;-
2012;EAV-200140-U; metals;-;-;-;-
2012;EAV-200201-U; Biodegradable waste;15;12.3;10;4.0
2012;EAV-200202-U; soil and stones;8;15.7;-;-
2012;EAV-200203-U; Other non-biodegradable waste;-;-;-;-
2012;EAV-20030100-U; Mixed municipal waste cannot be differentiated;-;-;-;-
2012;EAV-20030101-U; Household waste, commercial waste similar to household waste;-;-;-;-
2012;EAV-200303-U; Street sweepings;16;26.6;-;-
2012;EAV-200306-U; Sewer cleaning waste;3;1,4;-;-
2012;EAV-200307-U; bulky waste;-;-;-;-
2012;EAV-200399-U; Municipal waste not otherwise specified;-;-;-;-
2012;EAV-99;Hazardous waste;155;1136.4;120;801.0
2012;EAV-990000-G; Total hazardous waste;155;1136.4;120;801.0
2014;EAV-01;Wastes from the extraction of mineral resources;-;-;-;-
2014;EAV-010413-U; Waste from stonemasonry and sawing work (without 010407);-;-;-;-
2014;EAV-02;Waste from agriculture, forestry, etc.;-;-;-;-
2014;EAV-020401-U; Sugar production: beet soil;-;-;-;-
2014;EAV-03;waste from wood processing, etc.;-;-;-;-
2014;EAV-030310-U; Fiber waste, fiber, filler and coating sludge;-;-;-;-
2014;EAV-05;Waste from petroleum refining, natural gas purification;-;-;-;-
2014;EAV-050117-U; Petroleum refining: bitumen;-;-;-;-
2014;EAV-06;Waste from inorganic chemical processes;-;-;-;-
2014;EAV-060899-U; silicon, silicon compounds: waste not otherwise specified;-;-;-;-
2014;EAV-10;waste from thermal processes;29;193.5;-;-
2014;EAV-100101-U; rust and Boiler ash, slag, boiler fuel (oh.100104);9;32.2;-;-
2014;EAV-100117-U; fly ash from waste co-incineration (oh.100116);-;-;-;-
2014;EAV-100201-U; Iron, steel ind.: waste from slag processing;-;-;-;-
2014;EAV-100202-U; Iron, steel ind.: unprocessed slag;5;11.9;-;-
2014;EAV-100501-U; Zinc metallurgy: slags (first and second smelting);-;-;-;-
2014;EAV-100503-G; zinc metallurgy: filter dust;-;-;-;-
2014;EAV-100903-U; Iron,steel: furnace slag;10;75.2;-;-
2014;EAV-100906-U; Casting molds and sand before casting (oh.100905);-;-;-;-
2014;EAV-100908-U; Casting molds and sands after casting (without 100907);7;20.1;-;-
2014;EAV-101008-U; Casting molds and sands after casting (oh. 101007);-;-;-;-
2014;EAV-101112-U; Glass waste (without 101111);-;-;-;-
2014;EAV-101201-U; Ceramic products: raw mixtures before firing;-;-;-;-
2014;EAV-101203-U; Ceramic products: particles and dust;-;-;-;-
2014;EAV-101208-U; Waste from ceramic products, bricks, etc.;-;-;-;-
2014;EAV-101210-U; Solid waste from flue gas treatment (excluding 101209);-;-;-;-
2014;EAV-101304-U; Waste from calcination, hydration from quicklime;-;-;-;-
2014;EAV-101311-U; Composite waste (excl. 101309, 101310);-;-;-;-
2014;EAV-101314-U; Concrete waste and concrete sludge;8;3.9;-;-
2014;EAV-12;Waste from mechanical shaping processes;5;2.8;-;-
2014;EAV-120101-U; Iron filings and turnings;-;-;-;-
2014;EAV-120103-U; Non-ferrous metal filings and turnings;-;-;-;-
2014;EAV-120105-U; Plastic shavings and turnings;4;1.9;-;-
2014;EAV-120117-U; Abrasive waste (without 120116);-;-;-;-
2014;EAV-13;Oil waste and liquid fuel waste;-;-;-;-
2014;EAV-130205-G; Non-chlorinated machine, gear and Lubricating oils;-;-;-;-
2014;EAV-130208-G; Other machine, gear and lubricating oils;-;-;-;-
2014;EAV-130501-G; Solid waste from sand traps and oil/water separator;-;-;-;-
2014;EAV-15;Packaging waste, absorbent masses, wipes;7;9.9;5;0.7
2014;EAV-150101-U; Paper and cardboard packaging;4;0.2;-;-
2014;EAV-150102-U; Plastic packaging;-;-;-;-
2014;EAV-150103-U; Wooden packaging;-;-;-;-
2014;EAV-15010600-U; Mixed packaging not differentiable;-;-;-;-
2014;EAV-150107-U; Glass packaging;-;-;-;-
2014;EAV-150202-G; Absorbent and filter materials, wipes;-;-;-;-
2014;EAV-150203-U; Absorption and filter materials (without 150202);-;-;-;-
2014;EAV-16;Wastes not included elsewhere in the inventory;5;8.0;-;-
2014;EAV-160103-U; used tires;-;-;-;-
2014;EAV-160119-U; Old vehicles: plastics;-;-;-;-
2014;EAV-161104-U; Refractory mat. from metallurg. percent (oh.161103);5;3.3;-;-
2014;EAV-161106-U; Refractory material a. non-metallurgical process.(oh.161105);-;-;-;-
2014;EAV-17;Construction and demolition waste;2164;64799.9;217;1851.1
2014;EAV-170101-U; Concrete;1720;20461.7;24;138.3
2014;EAV-170102-U; Brick;913;3904.8;15;68.7
2014;EAV-170103-U; Tiles and ceramics;433;1184.6;-;-
2014;EAV-170106-G; Mixtures from o. separate fractions v. Concrete, etc.;7;7.0;-;-
2014;EAV-170107-U; Mixtures of concrete, bricks, etc. (oh.170106);1230;16891.5;34;230.0
2014;EAV-170201-U; Wood;47;36.7;23;11.6
2014;EAV-170202-U; Glass;6;0.7;-;-
2014;EAV-170203-U; Plastic;-;-;-;-
2014;EAV-170204-G; Glass, plastic and wood with hazardous substances;10;1.7;9;0.3
2014;EAV-170301-G; Bituminous mixtures containing coal tar;143;1048.4;84;461.6
2014;EAV-170302-U; Bitumen mixtures (without 170301);1089;8939.5;22;187.0
2014;EAV-170303-G; Coal tar and tar-containing products;9;0.4;8;0.5
2014;EAV-170402-U; Aluminum;-;-;-;-
2014;EAV-170403-U; Lead;-;-;-;-
2014;EAV-170405-U; Iron and Steel;10;4.6;16;4.5
2014;EAV-170407-U; Mixed metals;-;-;3;2,4
2014;EAV-170411-U; Cable (without 170410);-;-;-;-
2014;EAV-170503-G; Soil and stones containing dangerous substances;6;19.3;-;-
2014;EAV-170504-U; soil and stones (without 170503);770;10674.7;46;648.1
2014;EAV-170506-U; dredged material (without 170505);13;115.7;-;-
2014;EAV-170507-G; Track ballast containing dangerous substances;5;23.9;-;-
2014;EAV-170508-U; Track ballast (without 170507);83;1282.5;7;40.7
2014;EAV-170601-G; insulation material containing asbestos;-;-;-;-
2014;EAV-170603-G; Other insulation material;8;0.1;9;0.2
2014;EAV-170604-U; Insulation material (without 170601 and 170603);-;-;3;0.0
2014;EAV-170605-G; Building materials containing asbestos;9;0.4;6;0.3
2014;EAV-170802-U; Gypsum-based building materials (excluding 170801);56;35.1;26;14.0
2014;EAV-170903-G; Other construction and demolition waste;-;-;-;-
2014;EAV-170904-U; Mixed construction and demolition waste (oh.170901-170903);60;166.4;52;38.7
2014;EAV-19;Waste from waste treatment plants etc.;35;605.6;2131;62056.7
2014;EAV-190111-G; Combustion, pyrolysis: grate, boiler ashes, slag;-;-;-;-
2014;EAV-190112-U; Bottom ash and slag (oh.190111);5;448.2;-;-
2014;EAV-190113-G; Combustion.,Pyrolysis: Filter dust with haz. St.;-;-;-;-
2014;EAV-190114-U; Filter dust (without 190113);-;-;-;-
2014;EAV-190118-U; Pyrolysis waste (without 190117);-;-;-;-
2014;EAV-19029950-U; Products resulting from waste treatment;-;-;-;-
2014;EAV-190503-U; Out of specification compost;-;-;-;-
2014;EAV-190801-U; Sieve and rake residue;-;-;-;-
2014;EAV-190802-U; Sand trap residues;3;1.7;-;-
2014;EAV-190903-U; decarbonization sludges;-;-;-;-
2014;EAV-19120100-U; Mechanical waste treatment: paper, cardboard not diff.;-;-;91;45.4
2014;EAV-191202-U; Mechanical waste treatment: ferrous metals;-;-;714;178.9
2014;EAV-191203-U; Mechanical waste treatment: non-ferrous metals;-;-;113;17.3
2014;EAV-191204-U; Mechanical waste treatment: plastic and rubber;-;-;110;22.1
2014;EAV-19120500-U; Mechanical waste treatment: glass not differentiable;-;-;4;3.4
2014;EAV-19120505-U; Mechanical waste treatment: mixed glass;-;-;-;-
2014;EAV-191206-G; Mechanical waste treatment: wood with hazardous Substances;-;-;9;1.8
2014;EAV-191207-U; Wood (without 191206);-;-;216;41.9
2014;EAV-191208-U; Mechanical waste treatment: textiles;-;-;-;-
2014;EAV-19120900-U; Mechanical waste treatment: minerals (sand, stones);18;136.1;27;727.3
2014;EAV-19120901-U; Products for use in road and Road construction;-;-;1678;35534.2
2014;EAV-19120902-U; Products for use in other earthworks;-;-;1265;16365.6
2014;EAV-19120903-U; products f.d. Use in concrete mixing plants;-;-;65;294.7
2014;EAV-19120904-U; Products for use in asphalt mixing plants;-;-;242;5013.6
2014;EAV-19120905-U; Products for other use;-;-;256;3011.8
2014;EAV-19120906-U; Hot mix for road and path construction;-;-;-;-
2014;EAV-191210-U; Combustible waste (fuel from waste);-;-;-;-
2014;EAV-191211-G; Other waste (including mixed materials);-;-;5;9.4
2014;EAV-191212-U; Other waste (without 191211);8;12.7;258;495.4
2014;EAV-191302-U; Solid waste from soil remediation (oh.191301);-;-;-;-
2014;EAV-20;Municipal waste (household waste and similar waste);50;132.3;14;25.6
2014;EAV-200101-U; paper and cardboard;-;-;-;-
2014;EAV-200102-U; Glass;-;-;-;-
2014;EAV-200135-G; Used electrical equipment (oh.200121,200123);-;-;-;-
2014;EAV-200137-G; wood containing dangerous substances;-;-;-;-
2014;EAV-200138-U; Wood (without 200137);-;-;-;-
2014;EAV-200140-U; metals;-;-;-;-
2014;EAV-200201-U; Biodegradable waste;17;21.3;9;8.0
2014;EAV-200202-U; soil and stones;19;30.8;-;-
2014;EAV-200203-U; Other non-biodegradable waste;-;-;-;-
2014;EAV-20030100-U; Mixed municipal waste cannot be differentiated;-;-;-;-
2014;EAV-20030101-U; Household waste, commercial waste similar to household waste;-;-;-;-
2014;EAV-200303-U; Street sweepings;13;42.5;-;-
2014;EAV-200306-U; Sewer cleaning waste;-;-;-;-
2014;EAV-200307-U; Bulky waste;4;1.4;-;-
2014;EAV-200399-U; Municipal waste not otherwise specified;-;-;-;-
2014;EAV-99;Hazardous waste;168;1101.5;112;475.1
2014;EAV-990000-G; Total hazardous waste;168;1101.5;112;475.1
2016;EAV-01;Wastes from the extraction of mineral resources;-;-;-;-
2016;EAV-010413-U; Waste from stonemasonry and sawing work (without 010407);-;-;-;-
2016;EAV-02;Waste from agriculture, forestry, etc.;-;-;-;-
2016;EAV-020401-U; Sugar production: beet soil;-;-;-;-
2016;EAV-03;waste from wood processing, etc.;-;-;-;-
2016;EAV-030310-U; Fiber waste, fiber, filler and coating sludge;-;-;-;-
2016;EAV-05;Waste from petroleum refining, natural gas purification;-;-;-;-
2016;EAV-050117-U; Petroleum refining: bitumen;-;-;-;-
2016;EAV-06;Waste from inorganic chemical processes;-;-;-;-
2016;EAV-060899-U; silicon, silicon compounds: waste not otherwise specified;-;-;-;-
2016;EAV-10;waste from thermal processes;36;237.3;-;-
2016;EAV-100101-U; rust and Boiler ash, slag, boiler st.(oh.100104);7;15.5;-;-
2016;EAV-100117-U; fly ash from waste co-incineration (oh.100116);-;-;-;-
2016;EAV-100201-U; Iron, steel ind.: waste from slag processing;-;-;-;-
2016;EAV-100202-U; Iron, steel ind.: unprocessed slag;-;-;-;-
2016;EAV-100501-U; Zinc metallurgy: slags (first and second smelting);-;-;-;-
2016;EAV-100503-G; zinc metallurgy: filter dust;-;-;-;-
2016;EAV-100903-U; Iron,steel: furnace slag;15;144.9;-;-
2016;EAV-100906-U; Casting molds and sand before casting (oh.100905);-;-;-;-
2016;EAV-100908-U; Casting molds and sands after casting (without 100907);8;56.2;-;-
2016;EAV-101008-U; Casting molds and sands after casting (oh. 101007);-;-;-;-
2016;EAV-101112-U; Glass waste (without 101111);-;-;-;-
2016;EAV-101201-U; Ceramic products: raw mixtures before firing;-;-;-;-
2016;EAV-101203-U; Ceramic products: particles and dust;-;-;-;-
2016;EAV-101208-U; Waste from ceramic products, bricks, etc.;-;-;-;-
2016;EAV-101210-U; Solid waste from flue gas treatment (excluding 101209);-;-;-;-
2016;EAV-101304-U; Waste from calcination, hydration from quicklime;-;-;-;-
2016;EAV-101311-U; Composite waste (excl. 101309, 101310);3;4.5;-;-
2016;EAV-101314-U; Concrete waste and concrete sludge;6;1.5;-;-
2016;EAV-12;Waste from mechanical shaping processes;-;-;-;-
2016;EAV-120101-U; Iron filings and turnings;-;-;-;-
2016;EAV-120103-U; Non-ferrous metal filings and turnings;-;-;-;-
2016;EAV-120105-U; Plastic shavings and turnings;-;-;-;-
2016;EAV-120117-U; Abrasive waste (without 120116);-;-;-;-
2016;EAV-13;Oil waste and liquid fuel waste;-;-;-;-
2016;EAV-130205-G; Non-chlorinated machine, gear and Lubricating oils;-;-;-;-
2016;EAV-130208-G; Other machine, gear and lubricating oils;-;-;-;-
2016;EAV-130501-G; Solid waste from sand traps and oil/water separator;-;-;-;-
2016;EAV-15;Packaging waste, absorbent masses, wipes;-;-;-;-
2016;EAV-150101-U; Paper and cardboard packaging;-;-;-;-
2016;EAV-150102-U; Plastic packaging;-;-;-;-
2016;EAV-150103-U; Wooden packaging;-;-;-;-
2016;EAV-15010600-U; Mixed packaging not differentiable;-;-;-;-
2016;EAV-150107-U; Glass packaging;-;-;-;-
2016;EAV-150202-G; Absorbent and filter materials, wipes;-;-;-;-
2016;EAV-150203-U; Absorption and filter materials (without 150202);-;-;-;-
2016;EAV-16;Wastes not included elsewhere in the inventory;13;52.7;-;-
2016;EAV-160103-U; used tires;-;-;-;-
2016;EAV-160119-U; Old vehicles: plastics;-;-;-;-
2016;EAV-161104-U; Refractory mat. from metallurg. percent (oh.161103);12;52.1;-;-
2016;EAV-161106-U; Refractory material a. non-metallurgical proc.(oh.161105);3;0.6;-;-
2016;EAV-17;Construction and demolition waste;2394;68961.9;244;3306.7
2016;EAV-170101-U; Concrete;1887;23166.7;67;696.8
2016;EAV-170102-U; Brick;925;3999.4;36;93.2
2016;EAV-170103-U; Tiles and ceramics;336;574.2;5;15.6
2016;EAV-170106-G; Mixtures from o. separate fractions v. Concrete, etc.;5;0.7;-;-
2016;EAV-170107-U; Mixtures of concrete, bricks, etc. (oh.170106);1403;17692.5;88;631.2
2016;EAV-170201-U; Wood;46;44.1;17;3.6
2016;EAV-170202-U; Glass;6;0.9;-;-
2016;EAV-170203-U; Plastic;-;-;-;-
2016;EAV-170204-G; Glass, plastic and wood with hazardous substances;11;3.2;7;0.5
2016;EAV-170301-G; Bituminous mixtures containing coal tar;124;957.2;68;500.9
2016;EAV-170302-U; Bitumen mixtures (without 170301);1097;10805.4;47;352.4
2016;EAV-170303-G; Coal tar and tarry products;11;46.6;9;1.2
2016;EAV-170402-U; Aluminum;-;-;-;-
2016;EAV-170403-U; Lead;-;-;-;-
2016;EAV-170405-U; Iron and Steel;14;2.4;23;24.0
2016;EAV-170407-U; Mixed metals;-;-;7;3,6
2016;EAV-170411-U; Cable (without 170410);-;-;-;-
2016;EAV-170503-G; Soil and stones containing dangerous substances;3;9.0;-;-
2016;EAV-170504-U; soil and stones (without 170503);778;9613.5;61;747.8
2016;EAV-170506-U; dredged material (without 170505);21;93.2;-;-
2016;EAV-170507-G; Track ballast containing dangerous substances;8;72.2;-;-
2016;EAV-170508-U; Track ballast (without 170507);91;1629.8;13;169.3
2016;EAV-170601-G; insulation material containing asbestos;-;-;-;-
2016;EAV-170603-G; Other insulation material;5;0.1;6;0.3
2016;EAV-170604-U; Insulating material (without 170601 and 170603);-;-;-;-
2016;EAV-170605-G; Building materials containing asbestos;7;0.4;6;0.4
2016;EAV-170802-U; Gypsum-based building materials (excluding 170801);42;29.1;27;18.5
2016;EAV-170903-G; Other construction and demolition waste;-;-;-;-
2016;EAV-170904-U; Mixed construction and demolition waste (oh.170901-170903);58;220.6;72;47.2
2016;EAV-19;Waste from waste treatment plants etc.;37;630.4;2332;65826.5
2016;EAV-190111-G; Combustion, pyrolysis: grate, boiler ashes, slag;-;-;-;-
2016;EAV-190112-U; Bottom ash and slag (oh.190111);5;438.4;-;-
2016;EAV-190113-G; Combustion.,Pyrolysis: Filter dust with haz. St.;-;-;-;-
2016;EAV-190114-U; Filter dust (without 190113);-;-;-;-
2016;EAV-190118-U; Pyrolysis waste (without 190117);-;-;-;-
2016;EAV-19029950-U; Products resulting from waste treatment;-;-;-;-
2016;EAV-190503-U; Out of specification compost;-;-;-;-
2016;EAV-190801-U; Sieve and rake residue;-;-;-;-
2016;EAV-190802-U; Sand trap residues;3;0.4;-;-
2016;EAV-190903-U; decarbonization sludges;-;-;-;-
2016;EAV-19120100-U; Mechanical waste treatment: paper, cardboard not diff.;-;-;71;3.0
2016;EAV-191202-U; Mechanical waste treatment: ferrous metals;-;-;712;217.2
2016;EAV-191203-U; Mechanical waste treatment: non-ferrous metals;-;-;101;13.9
2016;EAV-191204-U; Mechanical waste treatment: plastic and rubber;-;-;84;3.6
2016;EAV-19120500-U; Mechanical waste treatment: glass not differentiable;-;-;4;0.3
2016;EAV-19120505-U; Mechanical waste treatment: mixed glass;-;-;-;-
2016;EAV-191206-G; Mechanical waste treatment: wood with hazardous Substances;-;-;8;2.1
2016;EAV-191207-U; Wood (without 191206);-;-;202;62.7
2016;EAV-191208-U; Mechanical waste treatment: textiles;-;-;-;-
2016;EAV-19120900-U; Mechanical waste treatment: minerals (sand, stones);26;120.9;32;934.2
2016;EAV-19120901-U; Products for use in road and Road construction;-;-;1807;38121.4
2016;EAV-19120902-U; Products for use in other earthworks;-;-;1315;15930.7
2016;EAV-19120903-U; products f.d. Use in concrete mixing plants;-;-;81;452.4
2016;EAV-19120904-U; Products for use in asphalt mixing plants;-;-;233;5942.4
2016;EAV-19120905-U; Products for other uses;-;-;270;3630.3
2016;EAV-19120906-U; Hot mix for road and path construction;-;-;-;-
2016;EAV-191210-U; Combustible waste (fuel from waste);-;-;-;-
2016;EAV-191211-G; Other waste (including mixed materials);-;-;5;27.7
2016;EAV-191212-U; Other waste (without 191211);8;10.0;242;249.1
2016;EAV-191302-U; Solid waste from soil remediation (oh.191301);-;-;-;-
2016;EAV-20;Municipal waste (household waste and similar waste);45;68.3;10;5.4
2016;EAV-200101-U; paper and cardboard;-;-;-;-
2016;EAV-200102-U; Glass;-;-;-;-
2016;EAV-200135-G; Used electrical equipment (oh.200121,200123);-;-;-;-
2016;EAV-200137-G; wood containing dangerous substances;-;-;-;-
2016;EAV-200138-U; Wood (without 200137);-;-;-;-
2016;EAV-200140-U; metals;-;-;-;-
2016;EAV-200201-U; Biodegradable waste;17;30.1;9;2.8
2016;EAV-200202-U; soil and stones;16;32.1;-;-
2016;EAV-200203-U; Other non-biodegradable waste;-;-;-;-
2016;EAV-20030100-U; Mixed municipal waste cannot be differentiated;-;-;-;-
2016;EAV-20030101-U; Household waste, commercial waste similar to household waste;-;-;-;-
2016;EAV-200303-U; Street sweepings;8;3.6;-;-
2016;EAV-200306-U; Sewer cleaning waste;-;-;-;-
2016;EAV-200307-U; Bulky waste;3;1.1;-;-
2016;EAV-200399-U; Municipal waste not otherwise specified;-;-;-;-
2016;EAV-99;Hazardous waste;150;1089.4;89;533.0
2016;EAV-990000-G; Total hazardous waste;150;1089.4;89;533.0
2018;EAV-01;Wastes from the extraction of mineral resources;3;0.1;-;-
2018;EAV-010413-U; Waste from stonemasonry and sawing work (without 010407);3;0.1;-;-
2018;EAV-02;Waste from agriculture, forestry, etc.;-;-;-;-
2018;EAV-020401-U; Sugar production: beet soil;-;-;-;-
2018;EAV-03;waste from wood processing, etc.;-;-;-;-
2018;EAV-030310-U; Fiber waste, fiber, filler and coating sludge;-;-;-;-
2018;EAV-05;Waste from petroleum refining, natural gas purification;-;-;-;-
